step;validation_loss;optimizer
0;10.911686897277832;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
1000;5.6908464431762695;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
2000;5.055225372314453;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
3000;4.688351631164551;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
4000;4.325660228729248;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
5000;4.337311744689941;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
6000;4.184054374694824;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
7000;3.9207324981689453;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
8000;4.243618965148926;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
9000;3.801954984664917;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
10000;3.757338762283325;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
11000;3.7382090091705322;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
12000;3.6971447467803955;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
13000;3.684187650680542;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
14000;3.628446340560913;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
15000;3.6208155155181885;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
16000;3.597740411758423;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
17000;3.5556976795196533;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
18000;3.5580966472625732;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
19000;3.5444388389587402;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
20000;3.5024824142456055;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
21000;3.509991407394409;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
22000;3.486525058746338;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
23000;3.492753505706787;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
24000;3.4812490940093994;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
25000;3.450039863586426;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
26000;3.4499874114990234;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
27000;3.441909074783325;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
28000;3.422182083129883;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
29000;3.424417018890381;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
30000;3.418973445892334;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
31000;3.395230770111084;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
32000;3.3851747512817383;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
33000;3.377460241317749;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
34000;3.373349666595459;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
35000;3.3647987842559814;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
36000;3.361496686935425;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
37000;3.356818199157715;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
38000;3.3514411449432373;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
39000;3.3311607837677;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
40000;3.3235626220703125;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
41000;3.3248190879821777;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
42000;3.3062431812286377;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
43000;3.3008949756622314;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
44000;3.2963929176330566;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
45000;3.298731803894043;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
46000;3.278851270675659;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
47000;3.277080774307251;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
48000;3.2769851684570312;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
49000;3.274073600769043;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
50000;3.257434606552124;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
51000;3.2759811878204346;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
52000;3.2659082412719727;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
53000;3.2341744899749756;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
54000;3.2425343990325928;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
55000;3.232860803604126;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
56000;3.2321300506591797;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
57000;3.2246289253234863;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
58000;3.232224702835083;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
59000;3.2240636348724365;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
60000;3.2034106254577637;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
61000;3.2064337730407715;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
