step;validation_loss;optimizer
0;10.911686897277832;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
1000;5.690980434417725;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
2000;4.738618850708008;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
3000;4.110896110534668;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
4000;3.848174810409546;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
5000;3.7132909297943115;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
6000;3.6123807430267334;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
7000;3.545105218887329;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
8000;3.4975271224975586;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
9000;3.4503045082092285;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
10000;3.419567823410034;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
11000;3.3936920166015625;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
12000;3.3707733154296875;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
13000;3.3657116889953613;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
14000;3.3408234119415283;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
15000;3.3442699909210205;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
16000;3.3149020671844482;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
17000;3.3008971214294434;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
18000;3.316439628601074;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
19000;3.3022820949554443;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
20000;3.2821927070617676;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
21000;3.28684139251709;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
22000;3.284658908843994;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
23000;3.296921491622925;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
24000;3.291440010070801;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
25000;3.2635815143585205;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
26000;3.273280143737793;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
27000;3.2696785926818848;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
28000;3.2500057220458984;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
29000;3.252810478210449;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
30000;3.2512128353118896;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
31000;3.230971574783325;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
32000;3.227994680404663;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
33000;3.2198898792266846;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
34000;3.2118749618530273;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
35000;3.2182722091674805;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
36000;3.2059195041656494;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
37000;3.20736026763916;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
38000;3.196049213409424;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
39000;3.183523654937744;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
40000;3.1773176193237305;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
41000;3.180387258529663;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
42000;3.1629669666290283;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
43000;3.163898229598999;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
44000;3.1645257472991943;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
45000;3.1664650440216064;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
46000;3.146327495574951;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
47000;3.150892972946167;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
48000;3.1510584354400635;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
49000;3.146000862121582;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
50000;3.1369924545288086;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
51000;3.1577157974243164;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
52000;3.1478281021118164;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
53000;3.113909959793091;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
54000;3.1292896270751953;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
55000;3.1160454750061035;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
56000;3.118922710418701;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
57000;3.1137049198150635;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
58000;3.1268951892852783;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
59000;3.1187469959259033;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
60000;3.096658706665039;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
61000;3.0964431762695312;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
62000;3.0788562297821045;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
63000;3.1083457469940186;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
64000;3.0885608196258545;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
65000;3.082789897918701;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
66000;3.0763254165649414;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
67000;3.0612545013427734;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
68000;3.0704505443573;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
69000;3.0876026153564453;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
70000;3.078418016433716;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
71000;3.050051212310791;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
72000;3.065319299697876;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
73000;3.055368661880493;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
74000;3.059239387512207;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
75000;3.044013261795044;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
76000;3.0490190982818604;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
77000;3.0411438941955566;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
78000;3.0510969161987305;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
79000;3.0294089317321777;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
80000;3.0294573307037354;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
81000;3.0230932235717773;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
82000;3.0150301456451416;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
83000;3.020125150680542;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
84000;3.0135347843170166;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
85000;3.0115058422088623;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
86000;3.012213945388794;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
87000;3.0157880783081055;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
88000;3.0142524242401123;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
89000;3.0157129764556885;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
90000;3.0028769969940186;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
91000;2.9805943965911865;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
92000;3.0123391151428223;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
93000;2.9923593997955322;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
94000;3.005708694458008;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
95000;2.994006395339966;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
96000;2.998753547668457;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
97000;2.992576837539673;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
98000;2.986290216445923;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
99000;2.977114200592041;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
100000;2.98239803314209;INNAprop, ($\alpha$, $\beta$) = (0.1, 0.9)
