run_id,epoch,train_loss,train_accuracy,test_loss,test_accuracy,optimizer,lr,param_norm,grad_norm,adjusted_grad,momentum_norm
0,0,0.18012867563281026,95.31666666666666,0.06455496314913034,98.0,"adam, lr = 0.001, wd = 0.0",0.0009938441702975688,50.721418760716915,0.0343979416647926,4.533709533512592,0.020298426112276502
0,1,0.04996672856446697,98.50333333333333,0.046924430481740276,98.46,"adam, lr = 0.001, wd = 0.0",0.0009755282581475768,52.78495980799198,0.030238933977670968,5.22719656676054,0.012517381190264132
0,2,0.030944870179593523,99.16,0.03929386789648561,98.83,"adam, lr = 0.001, wd = 0.0",0.0009455032620941839,54.3770968914032,0.02662890066858381,5.532620433717966,0.01100547173700761
0,3,0.020133571347037055,99.43166666666667,0.04243335321894847,98.83,"adam, lr = 0.001, wd = 0.0",0.0009045084971874737,55.801344603300095,0.043654288674588315,7.837575612589717,0.011068753563449718
0,4,0.012995506703848891,99.66333333333333,0.04204332362027344,98.85,"adam, lr = 0.001, wd = 0.0",0.0008535533905932737,56.96407052874565,0.03171781559649389,7.917099250480533,0.008977689038147219
0,5,0.011603391378839215,99.655,0.04334759906332693,98.88,"adam, lr = 0.001, wd = 0.0",0.0007938926261462366,58.278754740953445,0.03186077327700332,9.027677167207003,0.008014394508791156
0,6,0.007838821418427386,99.79166666666667,0.051002841757576786,98.88,"adam, lr = 0.001, wd = 0.0",0.0007269952498697733,59.18542468547821,0.03610664479856496,9.51725921407342,0.006652999378275126
0,7,0.006401087115448006,99.82,0.04364316248925206,98.95,"adam, lr = 0.001, wd = 0.0",0.0006545084971874737,60.01998645067215,0.05186599362787092,12.980136830359697,0.008558995090425014
0,8,0.004063337300329155,99.90333333333334,0.05124056342458062,98.95,"adam, lr = 0.001, wd = 0.0",0.0005782172325201155,60.64505769312382,0.031193707177408214,10.592902561766095,0.006466020342486445
0,9,0.002424354781974575,99.945,0.04666680124416416,98.95,"adam, lr = 0.001, wd = 0.0",0.0005,61.072345823049545,0.04862602138928196,14.676328292116523,0.006920457584783435
0,10,0.0015935027835389123,99.96666666666667,0.045554386748549405,98.96,"adam, lr = 0.001, wd = 0.0",0.0004217827674798847,61.376851975917816,0.03165962624007079,14.538824607618153,0.003605778298151563
0,11,0.0008573731779574361,99.98666666666666,0.04555608521939348,98.96,"adam, lr = 0.001, wd = 0.0",0.00034549150281252633,61.55898356437683,0.02098269897260252,13.58655804314185,0.0032240037126030074
0,12,0.0005235267177449171,99.99166666666666,0.04262539839180022,99.01,"adam, lr = 0.001, wd = 0.0",0.00027300475013022663,61.69195772707462,0.008955411354236276,8.65787366265431,0.004827853956157924
0,13,0.00027331978576522177,99.99833333333333,0.04338424106524485,99.02,"adam, lr = 0.001, wd = 0.0",0.00020610737385376348,61.77459171414375,0.006728041710857724,8.074321299325675,0.0006900163166392304
0,14,0.0001663706335364774,100.0,0.043664753671874904,99.03,"adam, lr = 0.001, wd = 0.0",0.00014644660940672625,61.83374781906605,0.004866019016617429,7.742078558076173,0.000551294630895427
0,15,0.00013827973188546515,100.0,0.04395857663247,99.03,"adam, lr = 0.001, wd = 0.0",9.549150281252631e-05,61.87963801622391,0.004440407453785156,7.945574543438852,0.0005257995744614163
0,16,0.0001217750582424387,100.0,0.044156504953486435,99.03,"adam, lr = 0.001, wd = 0.0",5.4496737905816096e-05,61.91378612816334,0.0028492902781636076,8.33564762538299,0.00031122500558922184
0,17,0.00011128032012982034,100.0,0.044306606585683424,99.03,"adam, lr = 0.001, wd = 0.0",2.447174185242323e-05,61.93646143376827,0.0026011723493866157,9.746033350005746,0.00028526957885333104
0,18,0.00010490211949985996,100.0,0.044397480616619876,99.03,"adam, lr = 0.001, wd = 0.0",6.15582970243117e-06,61.948630303144455,0.0022736936857654655,11.53810106497258,0.0002513141214421921
0,19,0.00010157221374874368,100.0,0.044425968844506086,99.03,"adam, lr = 0.001, wd = 0.0",0.0,61.95235675573349,0.002244476940632012,14.224968438968062,0.0002443841442527628
