alpha,beta,lr,weight_decay,train_loss,test_acc,train_acc
1.5,0.1,0.001,0.01,0.0006876197680960141,89.7,99.976
3.0,1.0,0.001,0.01,0.0008183984892472223,91.37,99.98
0.1,1.0,0.001,0.01,0.0008195628152323628,90.52,99.964
2.0,2.0,0.001,0.01,0.0008322138261222307,91.56,99.982
1.5,3.5,0.001,0.01,0.0008519396138970998,92.0,99.964
3.5,0.9,0.001,0.01,0.0008926015434507444,91.16,99.97
0.1,0.9,0.001,0.01,0.0008950121847628536,90.09,99.954
1.5,4.0,0.001,0.01,0.0009227458502353768,91.87,99.968
1.0,0.1,0.001,0.01,0.0009263308660667129,89.62,99.976
2.5,1.5,0.001,0.01,0.00103880455384458,91.6,99.978
3.5,1.0,0.001,0.01,0.0011026493055313188,91.22,99.982
0.9,0.1,0.001,0.01,0.0011068423594465737,89.91,99.962
2.0,2.5,0.001,0.01,0.0012735957462001928,91.68,99.962
4.0,0.9,0.001,0.01,0.001420586235512093,91.0,99.962
3.0,1.5,0.001,0.01,0.0014785650766535414,91.3,99.952
4.0,1.0,0.001,0.01,0.0016330469515177895,90.66,99.958
2.0,3.0,0.001,0.01,0.0017707734481778711,91.6,99.938
2.5,2.0,0.001,0.01,0.0017718123817572558,91.25,99.944
2.0,3.5,0.001,0.01,0.0018386137067233105,91.62,99.948
2.0,4.0,0.001,0.01,0.00216472465518211,91.96,99.946
0.5,0.1,0.001,0.01,0.002409838437025818,89.94,99.916
2.5,2.5,0.001,0.01,0.0024471150083293335,91.61,99.916
2.5,3.0,0.001,0.01,0.0025039983007371456,91.62,99.908
3.5,1.5,0.001,0.01,0.0025652312293385302,91.4,99.922
0.1,0.5,0.001,0.01,0.0027522674737360366,89.8,99.912
3.0,2.0,0.001,0.01,0.0028740693117896977,91.24,99.914
2.5,3.5,0.001,0.01,0.0033028061759755568,91.62,99.9
4.0,1.5,0.001,0.01,0.0041000837637159065,91.41,99.9
3.0,2.5,0.001,0.01,0.004233524262955904,91.53,99.88
2.5,4.0,0.001,0.01,0.004359845485892873,91.49,99.88
3.0,3.0,0.001,0.01,0.004933383368181091,91.4,99.836
3.5,2.0,0.001,0.01,0.005427864225084148,91.32,99.84
3.0,4.0,0.001,0.01,0.006023636655002947,91.66,99.81
3.0,3.5,0.001,0.01,0.00619227592520771,91.32,99.778
3.5,2.5,0.001,0.01,0.006902821529811077,91.22,99.804
4.0,2.0,0.001,0.01,0.0075901436529773264,91.13,99.756
3.5,3.0,0.001,0.01,0.008670638909929298,91.3,99.716
3.5,3.5,0.001,0.01,0.008840530741471578,91.28,99.692
4.0,2.5,0.001,0.01,0.011791093986509939,90.92,99.626
3.5,4.0,0.001,0.01,0.012302349539525921,91.19,99.568
4.0,3.0,0.001,0.01,0.01395081530226518,91.09,99.534
4.0,3.5,0.001,0.01,0.016012604074250925,90.91,99.482
4.0,4.0,0.001,0.01,0.01781136092726303,90.94,99.366
0.1,0.1,0.001,0.01,0.05166791677855107,88.04,98.072
