run_id,epoch,train_loss,train_accuracy,test_loss,test_accuracy,optimizer,lr
0,0,2.6414286226642374,16.44,1.9641430985927582,22.62,SGDM,0.09999383162408304
0,1,1.8657639829479917,26.362,1.7569676280021667,34.54,SGDM,0.09997532801828658
0,2,1.6578620672225952,37.374,1.545041424036026,42.18,SGDM,0.09994449374809851
0,3,1.454131005369887,45.476,1.469975427389145,47.35,SGDM,0.09990133642141359
0,4,1.2711323396283754,53.012,1.2134836965799332,56.85,SGDM,0.09984586668665642
0,5,1.112127106712789,59.664,1.0747197937965394,61.33,SGDM,0.09977809823015402
0,6,0.9787007707114123,64.928,0.9097736668586731,68.0,SGDM,0.09969804777275901
0,7,0.877041328318265,68.742,0.8856799000501633,69.34,SGDM,0.09960573506572391
0,8,0.7946640250025964,72.358,0.8228564202785492,71.35,SGDM,0.09950118288582789
0,9,0.7223866709641048,74.806,0.7247622567415237,74.85,SGDM,0.09938441702975691
0,10,0.6666278924260821,76.82,0.692783016860485,76.2,SGDM,0.09925546630773871
0,11,0.6194512433543498,78.618,0.7486232444643974,76.2,SGDM,0.09911436253643445
0,12,0.5855327724498145,79.86,0.736808850467205,76.2,SGDM,0.0989611405310883
0,13,0.5655752019006379,80.694,0.713792916238308,76.2,SGDM,0.09879583809693739
0,14,0.5397622928935655,81.226,0.5808006671071052,80.04,SGDM,0.09861849601988384
0,15,0.5118766811733343,82.414,0.679395734667778,80.04,SGDM,0.09842915805643157
0,16,0.49912955809612664,82.85,0.8035684606432915,80.04,SGDM,0.09822787092288993
0,17,0.4886822677692588,83.092,0.6687251862883568,80.04,SGDM,0.09801468428384717
0,18,0.46260622463056017,83.978,0.7082239305973053,80.04,SGDM,0.09778965073991652
0,19,0.4584199456231935,84.308,0.7122425043582916,80.04,SGDM,0.0975528258147577
0,20,0.4404581225648218,84.604,0.5757222005724907,80.8,SGDM,0.09730426794137728
0,21,0.4286373027277236,85.198,0.668455522954464,80.8,SGDM,0.09704403844771128
0,22,0.4246638322971305,85.384,0.6885556638240814,80.8,SGDM,0.09677220154149338
0,23,0.41118899139822745,85.922,0.5351511493325234,82.07,SGDM,0.09648882429441258
0,24,0.3978901079722813,86.264,0.5585143211483955,82.07,SGDM,0.09619397662556435
0,25,0.39523365196524834,86.42,0.5958909842371941,82.07,SGDM,0.09588773128419906
0,26,0.39094866044363197,86.496,0.7122507259249687,82.07,SGDM,0.09557016383177226
0,27,0.38579583396108785,86.708,0.6074053591489792,82.07,SGDM,0.09524135262330098
0,28,0.37909118314178625,86.83,0.7089002025127411,82.07,SGDM,0.09490137878803079
0,29,0.37183026604506436,87.092,0.5520275601744652,82.07,SGDM,0.0945503262094184
0,30,0.364530191433673,87.546,0.6359063827991486,82.07,SGDM,0.0941882815044347
0,31,0.36406874755511476,87.516,0.804950695335865,82.07,SGDM,0.09381533400219319
0,32,0.3489058024573083,87.952,0.5149499194324016,83.07,SGDM,0.09343157572190958
0,33,0.35327031942350523,87.912,0.5783611160516738,83.07,SGDM,0.0930371013501972
0,34,0.34062935997332844,88.112,0.7569645950198174,83.07,SGDM,0.09263200821770463
0,35,0.33882756295556926,88.342,0.59320421859622,83.07,SGDM,0.09221639627510078
0,36,0.3350587088082518,88.492,0.5621093566715717,83.07,SGDM,0.09179036806841355
0,37,0.32654455745098543,88.54,0.5389481391012668,83.07,SGDM,0.09135402871372812
0,38,0.3287733272478289,88.586,0.5299377110600472,83.07,SGDM,0.0909074858712512
0,39,0.3210890290840548,88.9,0.6110177019238472,83.07,SGDM,0.09045084971874741
0,40,0.32519130735677115,88.738,0.5673873597383499,83.07,SGDM,0.08998423292435458
0,41,0.3149048080857919,89.168,0.5521379840373993,83.07,SGDM,0.08950775061878455
0,42,0.30932055915496787,89.252,0.590117518901825,83.07,SGDM,0.08902152036691653
0,43,0.3048174165341319,89.378,0.589702390730381,83.07,SGDM,0.08852566213878951
0,44,0.3065057155124995,89.25,0.5882922142744065,83.07,SGDM,0.0880202982800016
0,45,0.3009949014046971,89.694,0.5526689140498638,83.07,SGDM,0.08750555348152303
0,46,0.29674080683260545,89.626,0.5994893315434456,83.07,SGDM,0.08698155474893052
0,47,0.2937448566057244,89.924,0.5123829910159111,83.25,SGDM,0.08644843137107061
0,48,0.2855639402203414,90.068,0.6130191081762314,83.25,SGDM,0.08590631488815947
0,49,0.28728262243830427,90.086,0.6498316511511802,83.25,SGDM,0.0853553390593274
0,50,0.28850454114833657,89.914,0.6407324001193047,83.25,SGDM,0.08479563982961574
0,51,0.28251173347234726,90.208,0.558510422706604,83.25,SGDM,0.08422735529643446
0,52,0.27626244906260045,90.424,0.5470567667484283,83.25,SGDM,0.08365062567548869
0,53,0.2796131854458731,90.294,0.5230139023065568,83.51,SGDM,0.08306559326618261
0,54,0.2779980927553712,90.324,0.5436340194940567,83.51,SGDM,0.0824724024165092
0,55,0.27186896575956926,90.512,0.7289015680551529,83.51,SGDM,0.0818711994874345
0,56,0.26558201874093135,90.78,0.6513803827762604,83.51,SGDM,0.08126213281678528
