epoch,train_step,valid_loss,best_val_ppl,optimizer,lr
1,1000,1.3318425117392245,3.788016426377123,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.0001961225281116712
1,2000,1.277881318932935,3.5890276596950144,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00018836758433501358
1,3000,1.2340904137451354,3.4352524407988563,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00018061264055835595
1,4000,1.2252335723438492,3.404961294707769,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00017285769678169834
1,5000,1.193293548559081,3.29792521679056,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00016510275300504073
2,6000,1.1816861028336498,3.259866041055785,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.0001573478092283831
2,7000,1.172541127476382,3.2301905441011343,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.0001495928654517255
2,8000,1.1519090483245784,3.1642278111991815,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00014183792167506785
2,9000,1.1573217976583194,3.1642278111991815,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00013408297789841025
2,10000,1.1509112217144606,3.161072035209161,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00012632803412175264
3,11000,1.1518006081858727,3.163884700500261,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.000118573090345095
3,12000,1.138010947773718,3.120555240771219,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00011081814656843738
3,13000,1.1364266114590102,3.1156151462001804,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00010306320279177977
3,14000,1.1316527713549465,3.1007771429731292,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",9.530825901512215e-05
3,15000,1.1372423483543608,3.1007771429731292,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",8.755331523846453e-05
4,16000,1.1344076458313694,3.1093311720095658,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",7.979837146180691e-05
4,17000,1.135227943885408,3.1093311720095658,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",7.204342768514929e-05
4,18000,1.1296104455035028,3.0944508080721045,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",6.428848390849167e-05
4,19000,1.1344008633535203,3.0944508080721045,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",5.653354013183405e-05
4,20000,1.125913394385413,3.0830315869809666,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",4.877859635517643e-05
4,21000,1.1280527487907508,3.0830315869809666,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",4.102365257851881e-05
5,22000,1.1258632026816884,3.082876848256312,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",3.3268708801861186e-05
5,23000,1.1283078895345942,3.082876848256312,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",2.5513765025203567e-05
5,24000,1.126454689629274,3.082876848256312,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",1.775882124854595e-05
5,25000,1.1222053051045904,3.071620600154828,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",1.000387747188833e-05
5,26000,1.123739904277537,3.071620600154828,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",2.24893369523071e-06
