epoch,train_step,valid_loss,best_val_ppl,optimizer,lr
1,1000,1.3638774959293947,3.911330102940359,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.0001961225281116712
1,2000,1.2397034724485385,3.4545889320717644,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00018836758433501358
1,3000,1.2323010091810194,3.4291108809088056,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00018061264055835595
1,4000,1.2027624272932744,3.3293011839272406,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00017285769678169834
1,5000,1.1774649683590213,3.246134709414606,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00016510275300504073
2,6000,1.1693215239027592,3.219807334959721,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.0001573478092283831
2,7000,1.1872474381266391,3.219807334959721,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.0001495928654517255
2,8000,1.1586517974326056,3.185635497672462,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00014183792167506785
2,9000,1.1590752233177015,3.185635497672462,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00013408297789841025
2,10000,1.1531957882673365,3.1683019701412274,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00012632803412175264
3,11000,1.1468238218700233,3.148177839682351,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.000118573090345095
3,12000,1.1460068648655528,3.1456069640353252,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00011081814656843738
3,13000,1.1460146458742961,3.1456069640353252,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00010306320279177977
3,14000,1.135623414171477,3.113113697278728,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",9.530825901512215e-05
3,15000,1.140631096641699,3.113113697278728,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",8.755331523846453e-05
4,16000,1.1407188831841293,3.129016954524249,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",7.979837146180691e-05
4,17000,1.1395884353463372,3.125481762625084,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",7.204342768514929e-05
4,18000,1.141918421531581,3.125481762625084,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",6.428848390849167e-05
4,19000,1.1407845616850951,3.125481762625084,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",5.653354013183405e-05
4,20000,1.1331333845394522,3.105371594956985,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",4.877859635517643e-05
4,21000,1.1264009599969402,3.0845351336710767,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",4.102365257851881e-05
5,22000,1.127133641774728,3.086795944482768,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",3.3268708801861186e-05
5,23000,1.126863806317114,3.0859631298530386,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",2.5513765025203567e-05
5,24000,1.1274349820379117,3.0859631298530386,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",1.775882124854595e-05
5,25000,1.1276776305820844,3.0859631298530386,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",1.000387747188833e-05
5,26000,1.1251180944836712,3.08058062701607,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",2.24893369523071e-06
