epoch,train_step,valid_loss,best_val_ppl,optimizer,lr
1,1000,1.318657077542723,3.738397626635059,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.0001961225281116712
1,2000,1.2733986123579821,3.57297510812731,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00018836758433501358
1,3000,1.2107550400270992,3.356017623818975,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00018061264055835595
1,4000,1.2240911721672914,3.356017623818975,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00017285769678169834
1,5000,1.1744844463896262,3.2364739378203655,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00016510275300504073
2,6000,1.179025568501794,3.2512045826991023,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.0001573478092283831
2,7000,1.169123668580839,3.219170341961247,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.0001495928654517255
2,8000,1.1791793818853489,3.219170341961247,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00014183792167506785
2,9000,1.1587281433533725,3.185878717232052,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00013408297789841025
2,10000,1.1599987978243256,3.185878717232052,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00012632803412175264
3,11000,1.1333460015027899,3.106031919831187,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.000118573090345095
3,12000,1.1539452633476013,3.106031919831187,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00011081814656843738
3,13000,1.142512037559119,3.106031919831187,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",0.00010306320279177977
3,14000,1.1463447265990385,3.106031919831187,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",9.530825901512215e-05
3,15000,1.1270572059111643,3.086560011586089,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",8.755331523846453e-05
4,16000,1.1328512785114246,3.1044956744678163,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",7.979837146180691e-05
4,17000,1.1334148634429255,3.1044956744678163,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",7.204342768514929e-05
4,18000,1.1384191175233829,3.1044956744678163,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",6.428848390849167e-05
4,19000,1.1334337030269512,3.1044956744678163,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",5.653354013183405e-05
4,20000,1.12487025094563,3.0798172196209523,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",4.877859635517643e-05
4,21000,1.1243454600390914,3.0782013835754096,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",4.102365257851881e-05
5,22000,1.1298335241791728,3.095141191062294,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",3.3268708801861186e-05
5,23000,1.1282027113978585,3.0900977088533446,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",2.5513765025203567e-05
5,24000,1.1237841464119822,3.0764740320301565,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",1.775882124854595e-05
5,25000,1.1262818481007668,3.0764740320301565,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",1.000387747188833e-05
5,26000,1.1246280688537311,3.0764740320301565,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9)",2.24893369523071e-06
