step;validation_loss;optimizer
0;10.979205131530762;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
1000;6.165471076965332;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
2000;5.068347930908203;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
3000;4.33021354675293;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
4000;4.066151142120361;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
5000;3.9347763061523438;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
6000;3.8017144203186035;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
7000;3.764064311981201;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
8000;3.6756811141967773;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
9000;3.6426453590393066;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
10000;3.5830390453338623;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
11000;3.617314338684082;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
12000;3.51668119430542;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
13000;3.8031246662139893;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
14000;3.5677127838134766;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
15000;3.4483892917633057;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
16000;3.4339678287506104;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
17000;3.4056997299194336;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
18000;3.4906702041625977;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
19000;3.3712518215179443;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
20000;3.3569893836975098;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
21000;3.339540481567383;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
22000;3.437544584274292;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
23000;3.312793016433716;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
24000;3.3125479221343994;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
25000;3.2794177532196045;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
26000;3.2798004150390625;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
27000;3.2718148231506348;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
28000;3.261094093322754;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
29000;3.241903781890869;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
30000;3.2387008666992188;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
31000;3.2384777069091797;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
32000;3.223945379257202;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
33000;3.2120771408081055;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
34000;3.2139692306518555;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
35000;3.182990789413452;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
36000;3.1995880603790283;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
37000;3.1793854236602783;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
38000;3.160921335220337;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
39000;3.1586718559265137;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
40000;3.144425630569458;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
41000;3.147831439971924;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
42000;3.1412627696990967;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
43000;3.12955904006958;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
44000;3.1319942474365234;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
45000;3.1281490325927734;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
46000;3.1123809814453125;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
47000;3.1206283569335938;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
48000;3.0933597087860107;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
49000;3.093902826309204;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
50000;3.1118335723876953;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
51000;3.0844011306762695;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
52000;3.0674185752868652;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
53000;3.0546398162841797;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
54000;3.0767321586608887;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
55000;3.059013605117798;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
56000;3.0665175914764404;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
57000;3.057943820953369;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
58000;3.0397002696990967;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
59000;3.0361804962158203;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
60000;3.0443029403686523;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
61000;3.038611650466919;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
