run_id,epoch,train_loss,train_accuracy,test_loss,test_accuracy,optimizer,lr,param_norm,grad_norm,adjusted_grad,momentum_norm
0,0,3.7994167415463194,10.23,3.4503231287002563,15.79,AdamW,0.0009999383162408303,339.3191274102428,0.06377051195886452,33.62816449359525,0.008655762828253507
0,1,3.1022172533735937,21.608,2.869493246078491,26.29,AdamW,0.0009997532801828658,364.4701151364716,0.07393922694973298,34.33136791281868,0.01038678947784675
0,2,2.6615201794371313,30.186,2.6457516074180605,31.51,AdamW,0.0009994449374809851,389.9064427964622,0.09114328368741553,34.8293318656506,0.014243534707268652
0,3,2.3585907488453146,36.976,2.38979904294014,36.77,AdamW,0.0009990133642141358,414.86913506500423,0.10681616103829583,34.99970414082054,0.01614515396905366
0,4,2.1241781535197277,42.176,2.1919309270381926,41.44,AdamW,0.000998458666866564,438.86697873543017,0.1361419756503892,35.493989053647965,0.016794443129578854
0,5,1.9288413999032001,46.824,2.061981862783432,44.22,AdamW,0.00099778098230154,462.04038167977706,0.12015990479631,32.367461297428235,0.014675810644330352
0,6,1.7698379390093746,50.616,1.9569612491130828,47.98,AdamW,0.0009969804777275899,484.2350227662828,0.10193273848562967,33.66902167024091,0.015213106270929283
0,7,1.6221782969576972,54.288,1.8982088804244994,49.16,AdamW,0.000996057350657239,505.83795128948987,0.0962243888352532,27.72130397078581,0.01555873385924681
0,8,1.4953360092274997,57.2,1.7816514706611633,52.21,AdamW,0.0009950118288582787,526.8600056038704,0.07801587470748927,25.36502061795909,0.01566608944307847
0,9,1.3737267553806305,60.004,1.8653023493289949,52.21,AdamW,0.0009938441702975688,547.3308695822489,0.10028379208233673,24.573642966803163,0.01647348924579835
0,10,1.2736758413363476,62.664,1.7778720188140869,52.83,AdamW,0.000992554663077387,567.4271530909464,0.08726856947032502,24.686701852595434,0.01548427743875945
0,11,1.172743307236506,65.424,1.6974726593494416,55.1,AdamW,0.0009911436253643444,587.134735083906,0.06427523883030517,19.821029656101018,0.015319387364194012
0,12,1.072572400071183,68.116,1.7621348071098328,55.1,AdamW,0.0009896114053108828,606.0348817608319,0.07343179585950566,20.344367439160123,0.017089561245264995
0,13,0.9770260422813649,70.804,1.7547127199172974,55.67,AdamW,0.0009879583809693736,624.5594783502165,0.09624033066938864,25.345536683220416,0.016746399883787608
0,14,0.8797130704838403,73.366,1.818991402387619,55.67,AdamW,0.0009861849601988382,642.4967310025822,0.07294092035590438,19.125796301756054,0.016241787436141308
0,15,0.7962140592993522,75.594,1.9334785723686219,55.67,AdamW,0.0009842915805643154,660.0705645494163,0.0864192176668439,22.79682854586281,0.01785659583721509
0,16,0.7285574229092014,77.514,1.990883034467697,55.67,AdamW,0.000982278709228899,677.1496014564764,0.055656477070442634,14.111509611364454,0.018328058927198666
0,17,0.642178901452191,80.038,1.9091928958892823,55.67,AdamW,0.0009801468428384714,693.2173052828293,0.06863078923925059,18.455137831857428,0.015817721335073923
0,18,0.5633467340043613,82.308,1.9799748373031616,55.67,AdamW,0.0009778965073991648,708.2647093976848,0.07199050828785403,18.96305020689033,0.018006545491751142
0,19,0.492087848674582,84.566,2.040327011346817,55.67,AdamW,0.0009755282581475766,722.4101026486605,0.05608273505640682,12.082962681422941,0.014483313699497662
0,20,0.4224470879654495,86.732,2.0690070927143096,55.67,AdamW,0.0009730426794137723,735.687105037272,0.03979218357926584,10.945028354530223,0.017386490848993692
0,21,0.37872904573320126,88.144,2.028010524511337,56.75,AdamW,0.0009704403844771124,748.3039389746264,0.03651527037436608,10.48243073374033,0.015607729075626839
0,22,0.3372505103066868,89.356,2.0959202361106875,56.75,AdamW,0.0009677220154149334,760.4191151168197,0.06308687777345767,15.604929998517036,0.016085547232444538
0,23,0.30678523157020005,90.216,2.05567920088768,57.37,AdamW,0.0009648882429441253,771.8658568761311,0.05512702376654488,12.21339786075987,0.017745856289451113
0,24,0.27586074382522885,91.158,2.1665073823928833,57.37,AdamW,0.000961939766255643,782.6984472502954,0.08685487094771815,19.967866817722097,0.015934190971689535
0,25,0.2616403768485298,91.614,2.3650810825824737,57.37,AdamW,0.0009588773128419901,793.4223498813808,0.03651237004669383,10.894964040489867,0.015202310902783085
0,26,0.24682797833668943,92.016,2.2818433165550234,57.37,AdamW,0.0009557016383177221,803.7077046632767,0.05055880649888422,13.219166804803535,0.016722744257264235
0,27,0.21993752740019437,92.994,2.3222686719894408,57.37,AdamW,0.0009524135262330093,813.2221211818978,0.05351978120961576,13.751910723745823,0.016514701805895163
0,28,0.19431002814398737,93.744,2.3187327098846438,57.37,AdamW,0.0009490137878803073,822.0393487680703,0.045148793291446054,12.413655748823658,0.013581012144380527
0,29,0.18852619005709279,93.992,2.3095515954494474,57.44,AdamW,0.0009455032620941834,830.7805181778967,0.05157203706767177,15.57736308220774,0.013243899906435229
0,30,0.17444040375400563,94.32,2.3355313527584074,57.85,AdamW,0.0009418828150443463,839.1182917337865,0.05952104188145313,14.235612698830664,0.013135927026852895
0,31,0.15652410895088498,95.024,2.3025145983695983,58.55,AdamW,0.0009381533400219311,846.8093502339907,0.07294312487283605,19.4155778917484,0.013449724722402771
0,32,0.14636263614330364,95.348,2.3884221613407135,58.55,AdamW,0.0009343157572190951,854.3328135791235,0.0266566313966905,7.963084421935491,0.010259344349749708
0,33,0.1412233085732679,95.454,2.340567524433136,58.95,AdamW,0.0009303710135019713,861.6672439207323,0.008744535633923078,2.7782222755486146,0.011132821138832205
0,34,0.13861108567489652,95.56,2.486674829721451,58.95,AdamW,0.0009263200821770456,869.0742135732435,0.07786250836943509,19.921598515473306,0.013575835781681474
0,35,0.12516477812385682,96.032,2.423603049516678,58.95,AdamW,0.000922163962751007,876.1255671302788,0.0452849253815657,14.025781320407987,0.011605557980058358
0,36,0.12313071121366656,95.976,2.5349176633358,58.95,AdamW,0.0009179036806841347,883.1350951096974,0.05264030520993401,16.44828844582662,0.011850766628134867
0,37,0.11947802855272074,96.092,2.4775885307788847,58.95,AdamW,0.0009135402871372803,890.1968062776141,0.0273185092046333,8.232364672236145,0.01123007558817634
0,38,0.11573660769975003,96.3,2.589741921424866,58.95,AdamW,0.0009090748587125112,897.0224838517606,0.01338554747235321,3.9904948340263218,0.009470156704128162
0,39,0.10793292539536345,96.55,2.542944023609161,58.95,AdamW,0.0009045084971874732,903.5418805452064,0.07525039923348231,20.66861532861367,0.012651537047848849
0,40,0.10975663734561934,96.4,2.5740584862232208,58.95,AdamW,0.0008998423292435448,910.3677621493116,0.035248906460765284,10.410517820389941,0.010082117497379233
0,41,0.09836221469224107,96.754,2.5545635020732878,58.95,AdamW,0.0008950775061878446,916.5391417182982,0.027828066819893138,9.385826680343598,0.01062515568457988
0,42,0.09905333573720893,96.838,2.5928521478176116,58.95,AdamW,0.0008902152036691643,922.8055615555495,0.0412783388637763,13.105460753198713,0.011896170347000797
0,43,0.09544836946439986,96.828,2.5305110824108126,59.18,AdamW,0.000885256621387894,929.110078423284,0.056230706821224885,17.93993608467281,0.010423389786473787
