epoch,train_loss,train_acc1,train_acc5,val_acc1,val_acc5,best_acc1,best_acc5,optimizer
0,5.004433306352004,11.011514493001295,25.405567419491295,23.104,46.538,23.104,46.538,"AdamW , lr = 0.001, wd = 0.1"
1,3.364980407432838,30.641726923943484,54.76971013911658,39.124,65.366,39.124,65.366,"AdamW , lr = 0.001, wd = 0.1"
2,2.8341203103651416,39.24231638624986,64.26042486207494,44.988,71.424,44.988,71.424,"AdamW , lr = 0.001, wd = 0.1"
3,2.6171781331270965,43.1006706379475,68.03323217497277,47.948,74.086,47.948,74.086,"AdamW , lr = 0.001, wd = 0.1"
4,2.490394151175058,45.19813170462879,70.12507337054937,49.402,75.492,49.402,75.492,"AdamW , lr = 0.001, wd = 0.1"
5,2.416855952384827,46.57937132357187,71.33896569313744,49.96,75.806,49.96,75.806,"AdamW , lr = 0.001, wd = 0.1"
6,2.369991467287252,47.437338428350344,72.09265295408403,51.388,76.726,51.388,76.726,"AdamW , lr = 0.001, wd = 0.1"
7,2.3224548092612496,48.377418105644814,72.80762554159793,51.576,77.13,51.576,77.13,"AdamW , lr = 0.001, wd = 0.1"
8,2.29231388364043,48.955640477587366,73.29374445751495,52.414,77.982,52.414,77.982,"AdamW , lr = 0.001, wd = 0.1"
9,2.2703539210242347,49.40242029115054,73.63062455490292,48.248,74.244,52.414,77.982,"AdamW , lr = 0.001, wd = 0.1"
10,2.2494353543271077,49.78020056660151,73.94252744313593,51.652,76.972,52.414,77.982,"AdamW , lr = 0.001, wd = 0.1"
11,2.217941320930923,50.390893309568916,74.47828856111578,51.784,77.336,52.414,77.982,"AdamW , lr = 0.001, wd = 0.1"
12,2.206207400744969,50.45926841747369,74.65843667615154,52.598,78.194,52.598,78.194,"AdamW , lr = 0.001, wd = 0.1"
13,2.189650505596584,50.880446592341436,74.9625341868869,54.474,79.506,54.474,79.506,"AdamW , lr = 0.001, wd = 0.1"
14,2.179838979232323,51.065590148607924,75.05744757879825,52.732,78.068,54.474,79.506,"AdamW , lr = 0.001, wd = 0.1"
15,2.1625276198753944,51.36094563662974,75.2997264988069,56.19,80.888,56.19,80.888,"AdamW , lr = 0.001, wd = 0.1"
16,2.1571618238052763,51.48208509734867,75.3996353325683,54.652,79.856,56.19,80.888,"AdamW , lr = 0.001, wd = 0.1"
17,2.142539862366942,51.71780750065565,75.64222646834763,51.842,77.198,56.19,80.888,"AdamW , lr = 0.001, wd = 0.1"
18,2.131472199780124,52.00629425615747,75.80176838625218,54.044,78.728,56.19,80.888,"AdamW , lr = 0.001, wd = 0.1"
19,2.1199576795875252,52.16084073254545,76.00314712776907,52.59,77.924,56.19,80.888,"AdamW , lr = 0.001, wd = 0.1"
20,2.110366556861184,52.347233149631755,76.19297391097246,56.178,80.344,56.19,80.888,"AdamW , lr = 0.001, wd = 0.1"
21,2.0980215185291167,52.59700523272514,76.35064253868345,55.886,80.628,56.19,80.888,"AdamW , lr = 0.001, wd = 0.1"
22,2.0948816452826655,52.55953941980259,76.51018445601632,54.44,79.524,56.19,80.888,"AdamW , lr = 0.001, wd = 0.1"
23,2.0839075648939454,52.867071297250526,76.6625454272023,56.826,81.024,56.826,81.024,"AdamW , lr = 0.001, wd = 0.1"
24,2.073034697931844,53.12933198456408,76.74434578428111,54.99,80.216,56.826,81.024,"AdamW , lr = 0.001, wd = 0.1"
25,2.072052493605104,53.11715559542381,76.71718306997181,56.884,81.232,56.884,81.232,"AdamW , lr = 0.001, wd = 0.1"
26,2.0559810316407834,53.35100470806084,76.94666117158556,56.08,80.968,56.884,81.232,"AdamW , lr = 0.001, wd = 0.1"
27,2.0507288227786313,53.63074944080148,77.11182296107118,57.06,81.514,57.06,81.514,"AdamW , lr = 0.001, wd = 0.1"
28,2.0387075467304987,53.82682052598394,77.32381701697201,56.624,80.924,57.06,81.514,"AdamW , lr = 0.001, wd = 0.1"
29,2.0357354755763644,53.89738113947181,77.27292595439904,56.846,81.002,57.06,81.514,"AdamW , lr = 0.001, wd = 0.1"
30,2.0296992265022955,53.87146728595851,77.42435027989276,56.766,80.814,57.06,81.514,"AdamW , lr = 0.001, wd = 0.1"
31,2.0160555033059744,54.25018420643479,77.57077916401283,58.502,82.716,58.502,82.716,"AdamW , lr = 0.001, wd = 0.1"
32,2.005758351831884,54.38131455037741,77.77684113199022,58.742,82.602,58.742,82.716,"AdamW , lr = 0.001, wd = 0.1"
33,1.9946635628675486,54.5702046879838,77.94980829992632,58.222,82.374,58.742,82.716,"AdamW , lr = 0.001, wd = 0.1"
34,1.9728187052996367,55.08567182417434,78.27451200712592,58.988,82.678,58.988,82.716,"AdamW , lr = 0.001, wd = 0.1"
35,1.9721260156545726,55.05195259311573,78.27669751342363,57.302,81.482,58.988,82.716,"AdamW , lr = 0.001, wd = 0.1"
36,1.9581430375873745,55.37509522546371,78.43592721622446,58.858,83.026,58.988,83.026,"AdamW , lr = 0.001, wd = 0.1"
37,1.9465421613279756,55.62486730848564,78.59141033806651,58.658,82.792,58.988,83.026,"AdamW , lr = 0.001, wd = 0.1"
38,1.9338858069716158,55.743821262954505,78.80340439282398,59.23,82.978,59.23,83.026,"AdamW , lr = 0.001, wd = 0.1"
39,1.9276512490404951,55.841232375266834,78.8989422147522,55.69,80.218,59.23,83.026,"AdamW , lr = 0.001, wd = 0.1"
40,1.9094742595137177,56.379803429370696,79.12810810069055,53.772,78.536,59.23,83.026,"AdamW , lr = 0.001, wd = 0.1"
41,1.8913176663748392,56.63800532014537,79.41003833953833,59.584,83.288,59.584,83.288,"AdamW , lr = 0.001, wd = 0.1"
42,1.878781684414371,56.85780475297218,79.65262947560352,59.126,83.138,59.584,83.288,"AdamW , lr = 0.001, wd = 0.1"
43,1.865292732675116,57.116943288772156,79.77970102234028,60.686,84.116,60.686,84.116,"AdamW , lr = 0.001, wd = 0.1"
44,1.8473909200607361,57.50346558746071,80.12532314196538,61.48,84.594,61.48,84.594,"AdamW , lr = 0.001, wd = 0.1"
45,1.8360433986851505,57.75542317620866,80.29235822264499,61.022,84.394,61.48,84.594,"AdamW , lr = 0.001, wd = 0.1"
46,1.8249790497235843,58.04297328654224,80.3407515635307,62.43,85.16,62.43,85.16,"AdamW , lr = 0.001, wd = 0.1"
47,1.8038687669790232,58.51035929666496,80.69293020042917,62.77,85.34,62.77,85.34,"AdamW , lr = 0.001, wd = 0.1"
48,1.7822121949938985,58.86659673034051,80.98453910739693,59.902,82.992,62.77,85.34,"AdamW , lr = 0.001, wd = 0.1"
49,1.7677432692610657,59.17006981129719,81.26646934633999,60.672,84.066,62.77,85.34,"AdamW , lr = 0.001, wd = 0.1"
50,1.749441064475895,59.39174253493687,81.53029110926742,61.828,84.73,62.77,85.34,"AdamW , lr = 0.001, wd = 0.1"
51,1.729529394064988,59.81573064545224,81.76757458818828,63.888,85.984,63.888,85.984,"AdamW , lr = 0.001, wd = 0.1"
52,1.7093567446752505,60.295605259723665,82.04076280327445,62.548,85.122,63.888,85.984,"AdamW , lr = 0.001, wd = 0.1"
53,1.6950243357178214,60.64403731556808,82.25525458000502,65.106,86.784,65.106,86.784,"AdamW , lr = 0.001, wd = 0.1"
54,1.6740087988612415,61.02088094613665,82.5131442554854,64.586,86.39,65.106,86.784,"AdamW , lr = 0.001, wd = 0.1"
55,1.6511043514405097,61.51137087393448,82.85658086957504,65.922,87.312,65.922,87.312,"AdamW , lr = 0.001, wd = 0.1"
56,1.6324569997015772,61.97969352955891,83.02892360654145,65.902,87.418,65.922,87.418,"AdamW , lr = 0.001, wd = 0.1"
57,1.6120347560107053,62.341863049681066,83.39546413859206,65.842,87.296,65.922,87.418,"AdamW , lr = 0.001, wd = 0.1"
58,1.5861065249581199,62.762729009397454,83.6546026745826,66.02,87.324,66.02,87.418,"AdamW , lr = 0.001, wd = 0.1"
59,1.564460109759282,63.271951843799485,83.9814918881752,66.652,87.736,66.652,87.736,"AdamW , lr = 0.001, wd = 0.1"
60,1.5474617926033585,63.65784971199476,84.21752650668118,67.436,88.166,67.436,88.166,"AdamW , lr = 0.001, wd = 0.1"
61,1.5223117626868523,64.10057072906667,84.58469146865339,67.216,88.14,67.436,88.166,"AdamW , lr = 0.001, wd = 0.1"
62,1.5030010739763777,64.52768099109562,84.8884767648567,68.238,88.716,68.238,88.716,"AdamW , lr = 0.001, wd = 0.1"
63,1.47139838274185,65.25826433355721,85.3433741710689,67.832,88.402,68.238,88.716,"AdamW , lr = 0.001, wd = 0.1"
64,1.4513875699067091,65.63417131833823,85.5232100702387,68.046,88.714,68.238,88.716,"AdamW , lr = 0.001, wd = 0.1"
65,1.4253703947191114,66.14714073360375,85.85103592914245,69.52,89.496,69.52,89.496,"AdamW , lr = 0.001, wd = 0.1"
66,1.39682318072219,66.7044446938354,86.2950058068198,69.652,89.678,69.652,89.678,"AdamW , lr = 0.001, wd = 0.1"
67,1.3763306545568155,67.294531240148,86.53353814586968,68.644,88.974,69.652,89.678,"AdamW , lr = 0.001, wd = 0.1"
68,1.3375818277810598,67.93176226683615,87.07273363027628,70.656,90.022,70.656,90.022,"AdamW , lr = 0.001, wd = 0.1"
69,1.3185843530115666,68.44535611240438,87.2394564956616,70.842,90.278,70.842,90.278,"AdamW , lr = 0.001, wd = 0.1"
70,1.2894417908999112,69.10038340005208,87.60724588793653,70.58,90.01,70.842,90.278,"AdamW , lr = 0.001, wd = 0.1"
71,1.2603562630258955,69.7810123262523,88.0000124883183,71.778,90.82,71.778,90.82,"AdamW , lr = 0.001, wd = 0.1"
72,1.2348019810346933,70.29148402073571,88.31097873162129,72.47,91.184,72.47,91.184,"AdamW , lr = 0.001, wd = 0.1"
73,1.1967423828689012,71.18722915320696,88.77742809657578,71.812,90.566,72.47,91.184,"AdamW , lr = 0.001, wd = 0.1"
74,1.179032407762049,71.48508236186795,89.00534512209924,73.008,91.518,73.008,91.518,"AdamW , lr = 0.001, wd = 0.1"
75,1.143929264297733,72.30714473014764,89.46804790580912,73.238,91.58,73.238,91.58,"AdamW , lr = 0.001, wd = 0.1"
76,1.1149902877333637,72.98090492378022,89.7627789640999,74.036,91.806,74.036,91.806,"AdamW , lr = 0.001, wd = 0.1"
77,1.0853268156339835,73.69837523250497,90.10871329882872,74.256,91.886,74.256,91.886,"AdamW , lr = 0.001, wd = 0.1"
78,1.0610934525043456,74.07896544384175,90.39470233373899,74.51,92.158,74.51,92.158,"AdamW , lr = 0.001, wd = 0.1"
79,1.0294934311887243,74.88697813188246,90.74188552916853,74.684,92.304,74.684,92.304,"AdamW , lr = 0.001, wd = 0.1"
80,1.0061836308115846,75.39182995507063,91.05534949339653,74.862,92.354,74.862,92.354,"AdamW , lr = 0.001, wd = 0.1"
81,0.9876792379847535,75.89262298095767,91.19428521426515,75.052,92.442,75.052,92.442,"AdamW , lr = 0.001, wd = 0.1"
82,0.9627350462304725,76.39872366437017,91.53740961325107,75.59,92.58,75.59,92.58,"AdamW , lr = 0.001, wd = 0.1"
83,0.9424545297494064,76.95914977582956,91.71474779235338,75.71,92.662,75.71,92.662,"AdamW , lr = 0.001, wd = 0.1"
84,0.9196847017173405,77.41061281580558,91.95921221856446,75.844,92.806,75.844,92.806,"AdamW , lr = 0.001, wd = 0.1"
85,0.9039440175215085,77.83834750761321,92.09908458522062,75.874,92.914,75.874,92.914,"AdamW , lr = 0.001, wd = 0.1"
86,0.8932958615290654,78.0497171328302,92.26611966523328,76.018,92.956,76.018,92.956,"AdamW , lr = 0.001, wd = 0.1"
87,0.8764164443735357,78.50523896905926,92.44595556497475,76.202,93.036,76.202,93.036,"AdamW , lr = 0.001, wd = 0.1"
88,0.8692094017575671,78.64136475418496,92.46375182579139,76.314,93.038,76.314,93.038,"AdamW , lr = 0.001, wd = 0.1"
89,0.8620204655678718,78.7778027544144,92.55117205540408,76.216,93.086,76.314,93.086,"AdamW , lr = 0.001, wd = 0.1"
