epoch,train_step,valid_loss,best_val_ppl,optimizer,lr
1,1000,1.3208118470462218,3.746461696818993,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.0001961225281116712
1,2000,1.2350401707912144,3.438516645865076,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.00018836758433501358
1,3000,1.2523122488023484,3.438516645865076,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.00018061264055835595
1,4000,1.2248092464184108,3.403516787847839,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.00017285769678169834
1,5000,1.2230258769776723,3.3974524690849806,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.00016510275300504073
2,6000,1.1987727165528357,3.316044697593019,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.0001573478092283831
2,7000,1.1989563827032912,3.316044697593019,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.0001495928654517255
2,8000,1.1762719505964077,3.2422643222258274,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.00014183792167506785
2,9000,1.1672752436046323,3.213225443140881,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.00013408297789841025
2,10000,1.1763526029527596,3.213225443140881,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.00012632803412175264
3,11000,1.1665655366106802,3.210945803604485,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.000118573090345095
3,12000,1.1563353732687562,3.1782647548077163,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.00011081814656843738
3,13000,1.1551186706462544,3.174400103288114,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",0.00010306320279177977
3,14000,1.158380291794669,3.174400103288114,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",9.530825901512215e-05
3,15000,1.1576942686399776,3.174400103288114,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",8.755331523846453e-05
4,16000,1.1528509164560738,3.167209500493979,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",7.979837146180691e-05
4,17000,1.1473974981791761,3.1499843928648126,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",7.204342768514929e-05
4,18000,1.133182230928581,3.1055232848510235,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",6.428848390849167e-05
4,19000,1.1464141749406922,3.1055232848510235,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",5.653354013183405e-05
4,20000,1.1351141133281875,3.1055232848510235,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",4.877859635517643e-05
4,21000,1.127920437195938,3.0892255770846613,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",4.102365257851881e-05
5,22000,1.1356740213981638,3.1132712473158595,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",3.3268708801861186e-05
5,23000,1.132158953237207,3.1023470974915752,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",2.5513765025203567e-05
5,24000,1.1343802335123494,3.1023470974915752,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",1.775882124854595e-05
5,25000,1.130162267192994,3.0961588643729763,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",1.000387747188833e-05
5,26000,1.125341524586898,3.0812689983621397,"INNAprop, ($\alpha$, $\beta$)= (2.0,2.0)",2.24893369523071e-06
