run_id,epoch,train_loss,train_accuracy,test_loss,test_accuracy,optimizer,lr,param_norm,grad_norm,adjusted_grad,momentum_norm
0,0,3.6923595022182076,13.088,4.081463730335235,10.67,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009999383162408303,677.3318766728044,0.11207123259373475,67.25524479150772,11.379643003718229
0,1,2.9354310777722574,26.194,3.3145277214050295,20.47,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009997532801828658,705.2431560605764,0.12017331525566988,67.08721148967743,11.397747379844077
0,2,2.500930050197913,34.936,3.0172383213043212,27.47,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009994449374809851,738.0171775519848,0.14426886756700696,75.45441418886185,11.43192066741176
0,3,2.2027008630791487,40.916,2.57429931640625,34.27,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009990133642141358,773.648151665926,0.12241508676015656,65.60209113359451,11.484373264946043
0,4,1.9735057013375419,45.814,2.5964410424232485,36.4,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.000998458666866564,811.7367845475674,0.13233400084573077,67.9286157488823,11.55460261553526
0,5,1.7898302899331462,50.366,2.3109776830673217,41.26,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.00099778098230154,851.5248096883297,0.13060707526528859,65.56566151976585,11.640121194534004
0,6,1.6192199621273546,54.216,2.0856620252132414,46.03,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009969804777275899,892.7569386959076,0.10982543558566249,54.136090248823166,11.74589269142598
0,7,1.478702919215572,57.642,2.168485951423645,46.03,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.000996057350657239,935.1001630723476,0.11632077461763402,54.685115933418274,11.848353298380971
0,8,1.3396856909503743,61.276,1.9993682324886322,48.89,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009950118288582787,977.9982588589191,0.0919748124506441,45.5949470102787,11.967256058938801
0,9,1.2230990656784602,64.296,1.9332947897911072,50.82,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009938441702975688,1021.6018339693546,0.11394576543170842,50.880068600177765,12.093521559610963
0,10,1.1068576699008748,67.23,2.092979328632355,50.82,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.000992554663077387,1065.4333020150661,0.09122668330928718,41.24512296915054,12.228757786564529
0,11,1.0013047015788603,69.938,2.104335231781006,50.82,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009911436253643444,1109.324111610651,0.11676608747802675,53.01991018652916,12.366065733134747
0,12,0.8926794187602948,72.984,1.9236884665489198,53.4,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009896114053108828,1152.6707857251167,0.08037612846419506,35.567582219839096,12.498016376048326
0,13,0.7961418961687964,75.748,1.971248334646225,53.76,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009879583809693736,1195.4884150326252,0.08628848445368931,38.30495708435774,12.628354983404279
0,14,0.6973954059791808,78.448,1.9919512474536896,54.82,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009861849601988382,1237.7793525755405,0.10930568640469573,44.57016148418188,12.755196771584451
0,15,0.6132725297796483,81.096,2.0448012781143188,54.82,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009842915805643154,1279.0487072765827,0.09275124990199402,36.542483158409595,12.885831667110324
0,16,0.5316087553391651,83.414,2.0584316742420197,55.4,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.000982278709228899,1318.9942883998156,0.1046022744194488,42.35951833054423,13.011251723393798
0,17,0.4578039305550711,85.592,2.53328067779541,55.4,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009801468428384714,1357.521017074585,0.1498007351110573,52.016180615872145,13.129175947979093
0,18,0.39642001574440877,87.53,2.15238965511322,56.39,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009778965073991648,1394.465398594737,0.07650851270409476,32.6284239012748,13.2248011874035
0,19,0.3379176904884528,89.168,2.132142115831375,57.4,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009755282581475766,1429.6432670354843,0.049435309916589176,18.88639230839908,13.305334562435746
0,20,0.29335320459640757,90.464,2.2129344928264616,58.15,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009730426794137723,1463.380481183529,0.05512132273361203,22.741953678429127,13.389659925363958
0,21,0.25425694841055235,91.856,2.470005521774292,58.15,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009704403844771124,1495.3594010472298,0.10303857732833421,38.4053492937237,13.460612358525395
0,22,0.2379281001583654,92.168,2.455661742687225,58.15,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009677220154149334,1526.3610607236624,0.11112412689544726,43.69455341435969,13.528978103771806
0,23,0.2046116924445544,93.3,2.3633982503414153,58.38,"INNAprop, ($\alpha$, $\beta$)= (0.5,0.9) + schedulers",0.0009648882429441253,1555.4128643721342,0.04110904132357973,16.598715896718204,13.585511003620923
