epoch,train_step,valid_loss,best_val_ppl,optimizer,lr
1,1000,1.3308156186791316,3.784128535163263,AdamW,0.0001961225281116712
1,2000,1.2669923299898023,3.5501587826346657,AdamW,0.00018836758433501358
1,3000,1.2321187163358682,3.4284858355023697,AdamW,0.00018061264055835595
1,4000,1.2239585722452158,3.4006227351408507,AdamW,0.00017285769678169834
1,5000,1.1923640894971481,3.2948613544001395,AdamW,0.00016510275300504073
2,6000,1.1801568945385006,3.2548848364851053,AdamW,0.0001573478092283831
2,7000,1.162563476762543,3.1981210860900835,AdamW,0.0001495928654517255
2,8000,1.1733469219036299,3.1981210860900835,AdamW,0.00014183792167506785
2,9000,1.1649505600639403,3.1981210860900835,AdamW,0.00013408297789841025
2,10000,1.1601255255917164,3.1903337195106265,AdamW,0.00012632803412175264
3,11000,1.1471672329082065,3.149259144358016,AdamW,0.000118573090345095
3,12000,1.1449262739656723,3.1422096856400237,AdamW,0.00011081814656843738
3,13000,1.1486857124183276,3.1422096856400237,AdamW,0.00010306320279177977
3,14000,1.1385690554568213,3.1222973327188726,AdamW,9.530825901512215e-05
3,15000,1.1513593786281267,3.1222973327188726,AdamW,8.755331523846453e-05
4,16000,1.1337181267468897,3.107187967801512,AdamW,7.979837146180691e-05
4,17000,1.13467975741584,3.107187967801512,AdamW,7.204342768514929e-05
4,18000,1.1350721385687181,3.107187967801512,AdamW,6.428848390849167e-05
4,19000,1.1301384792242148,3.096085213918576,AdamW,5.653354013183405e-05
4,20000,1.1265288456662061,3.0849296267354873,AdamW,4.877859635517643e-05
4,21000,1.1253568161125869,3.0813161160264317,AdamW,4.102365257851881e-05
5,22000,1.1266995865137202,3.0854563952036447,AdamW,3.3268708801861186e-05
5,23000,1.127069154422577,3.0854563952036447,AdamW,2.5513765025203567e-05
5,24000,1.1270576339878449,3.0854563952036447,AdamW,1.775882124854595e-05
5,25000,1.1247528523002586,3.0794556744742474,AdamW,1.000387747188833e-05
5,26000,1.124063423030997,3.0773333392829354,AdamW,2.24893369523071e-06
