epoch,train_step,valid_loss,best_val_ppl,optimizer,lr
1,1000,1.3217258102273288,3.7498873901096172,AdamW,0.0001961225281116712
1,2000,1.2577260142728075,3.517413837312377,AdamW,0.00018836758433501358
1,3000,1.2205587193267802,3.3890807496546187,AdamW,0.00018061264055835595
1,4000,1.2041729337548557,3.3340004981871663,AdamW,0.00017285769678169834
1,5000,1.1818540531835735,3.2604135826767013,AdamW,0.00016510275300504073
2,6000,1.1920651841959724,3.293876650048677,AdamW,0.0001573478092283831
2,7000,1.1658927175688416,3.208786144736784,AdamW,0.0001495928654517255
2,8000,1.163983788902629,3.2026666435852285,AdamW,0.00014183792167506785
2,9000,1.1662363971341145,3.2026666435852285,AdamW,0.00013408297789841025
2,10000,1.1573789603242728,3.1815832820496976,AdamW,0.00012632803412175264
3,11000,1.1495350345407855,3.1567248004097284,AdamW,0.000118573090345095
3,12000,1.1473765284690547,3.1499183392977717,AdamW,0.00011081814656843738
3,13000,1.1406279933473018,3.128732571607776,AdamW,0.00010306320279177977
3,14000,1.1459986547850174,3.128732571607776,AdamW,9.530825901512215e-05
3,15000,1.1409303906998813,3.128732571607776,AdamW,8.755331523846453e-05
4,16000,1.1377614174956736,3.1197766648975036,AdamW,7.979837146180691e-05
4,17000,1.1356548936144537,3.113211697906336,AdamW,7.204342768514929e-05
4,18000,1.1388675630194685,3.113211697906336,AdamW,6.428848390849167e-05
4,19000,1.1338605327557212,3.107630481546256,AdamW,5.653354013183405e-05
4,20000,1.1324534517751164,3.1032608687214154,AdamW,4.877859635517643e-05
4,21000,1.1303127097246581,3.0966246933903365,AdamW,4.102365257851881e-05
5,22000,1.133953988577609,3.1079209212784638,AdamW,3.3268708801861186e-05
5,23000,1.1305121768470088,3.0972424298139325,AdamW,2.5513765025203567e-05
5,24000,1.1275233489346423,3.0879991253924075,AdamW,1.775882124854595e-05
5,25000,1.1295087565604138,3.0879991253924075,AdamW,1.000387747188833e-05
5,26000,1.1268434178033104,3.0859002122925685,AdamW,2.24893369523071e-06
