step;validation_loss;optimizer
0;10.861961364746094;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
1000;5.695379734039307;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
2000;5.353886604309082;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
3000;5.301350116729736;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
4000;4.592286109924316;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
5000;4.450566291809082;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
6000;4.3539719581604;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
7000;4.332955360412598;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
8000;4.243113994598389;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
9000;4.151930332183838;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
10000;4.101901054382324;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
11000;4.050904750823975;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
12000;4.0073442459106445;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
13000;3.999352216720581;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
14000;3.9727694988250732;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
15000;3.970560312271118;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
16000;3.942945957183838;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
17000;3.9070138931274414;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
18000;3.9065141677856445;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
19000;3.8522918224334717;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
20000;3.870717763900757;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
21000;3.866762638092041;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
22000;3.8488237857818604;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
23000;3.856222629547119;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
24000;3.83235239982605;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
25000;3.809450387954712;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
26000;3.803601026535034;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
27000;3.794576406478882;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
28000;3.7830111980438232;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
29000;3.778078079223633;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
30000;3.7945749759674072;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
31000;3.7814571857452393;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
32000;3.7611160278320312;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
33000;3.748103618621826;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
34000;3.7648563385009766;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
35000;3.7237024307250977;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
36000;3.7552878856658936;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
37000;3.741405963897705;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
38000;3.7289605140686035;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
39000;3.7240140438079834;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
40000;3.7140495777130127;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
41000;3.7117178440093994;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
42000;3.7131481170654297;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
43000;3.7031543254852295;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
44000;3.6819591522216797;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
45000;3.702200412750244;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
46000;3.6867313385009766;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
47000;3.6780834197998047;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
48000;3.695647954940796;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
49000;3.6632723808288574;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
50000;3.670438528060913;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
51000;3.6595067977905273;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
52000;3.6618645191192627;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
53000;3.643394708633423;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
54000;3.663785934448242;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
55000;3.634194850921631;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
56000;3.657864570617676;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
57000;3.6665732860565186;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
58000;3.640831708908081;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
59000;3.6110622882843018;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
60000;3.637263774871826;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
61000;3.6482443809509277;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
62000;3.614675998687744;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
63000;3.617594003677368;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
64000;3.613025426864624;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
65000;3.623619318008423;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
66000;3.61521577835083;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
67000;3.6155779361724854;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
68000;3.616687297821045;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
69000;3.6057426929473877;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
70000;3.608304977416992;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
71000;3.604229211807251;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
72000;3.610105037689209;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
73000;3.593122959136963;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
74000;3.588568687438965;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
75000;3.572408437728882;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
76000;3.583073139190674;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
77000;3.569232702255249;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
78000;3.584306001663208;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
79000;3.5746471881866455;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
80000;3.595025062561035;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
81000;3.5722897052764893;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
82000;3.587794303894043;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
83000;3.5737762451171875;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
84000;3.5735647678375244;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
85000;3.553966999053955;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
86000;3.565638780593872;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
87000;3.566108465194702;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
88000;3.5768167972564697;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
89000;3.559276819229126;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
90000;3.5702712535858154;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
91000;3.558495283126831;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
92000;3.551969528198242;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
93000;3.5427398681640625;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
94000;3.552539587020874;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
95000;3.552215576171875;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
96000;3.56744384765625;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
97000;3.550569534301758;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
