alpha,beta,lr,weight_decay,train_loss,test_acc,train_acc
0.1,1.0,0.001,0.01,0.029732758740001187,88.71,99.024
0.1,1.5,0.001,0.01,0.031611920275003175,88.92,98.88
0.1,0.9,0.001,0.01,0.03285622593414571,88.91,98.836
0.1,0.5,0.001,0.01,0.03310906798436249,88.61,98.832
0.1,2.0,0.001,0.01,0.03671299448540928,88.99,98.696
0.5,0.5,0.001,0.01,0.03983669957545187,88.8,98.556
0.1,2.5,0.001,0.01,0.04057511499351157,89.1,98.57
0.5,0.9,0.001,0.01,0.04412087861790645,89.1,98.404
0.1,3.0,0.001,0.01,0.04444391176114049,88.85,98.416
0.1,3.5,0.001,0.01,0.048135416984928736,88.73,98.288
0.1,4.0,0.001,0.01,0.050015018926220664,88.45,98.21
0.5,1.0,0.001,0.01,0.05038632983959527,88.65,98.21
1.0,0.5,0.001,0.01,0.05117771061783542,88.05,98.006
0.9,0.5,0.001,0.01,0.05188394727052322,88.23,98.09
1.0,0.1,0.001,0.01,0.0542567890821671,87.9,98.07
1.5,0.1,0.001,0.01,0.05475310378764965,87.71,98.024
0.9,0.1,0.001,0.01,0.05520073657057115,87.73,98.022
2.0,0.1,0.001,0.01,0.05595400478044639,87.14,98.03
0.5,1.5,0.001,0.01,0.05703957834071955,88.89,98.054
0.9,0.9,0.001,0.01,0.06114292670307415,88.89,97.896
2.5,0.1,0.001,0.01,0.061182949777540505,86.92,97.866
1.0,0.9,0.001,0.01,0.06425351805376764,88.33,97.798
0.5,2.0,0.001,0.01,0.06428044592980675,88.88,97.704
0.5,0.1,0.001,0.01,0.06475417522181358,87.66,97.692
3.0,0.1,0.001,0.01,0.06540036740313683,86.1,97.702
3.5,0.1,0.001,0.01,0.06728007646790725,86.01,97.628
0.9,1.0,0.001,0.01,0.06813373488887232,88.77,97.56
1.5,0.5,0.001,0.01,0.07009579227733596,88.14,97.528
1.0,1.0,0.001,0.01,0.07269735941758418,89.03,97.448
4.0,0.1,0.001,0.01,0.07476348083998476,85.7,97.316
0.5,2.5,0.001,0.01,0.07775870610826782,88.48,97.034
2.0,0.5,0.001,0.01,0.08297329280069288,87.54,96.852
0.5,3.0,0.001,0.01,0.08720232871342071,87.83,96.826
0.9,1.5,0.001,0.01,0.08796228646129674,88.76,96.828
1.0,1.5,0.001,0.01,0.09502548049679216,87.79,96.716
1.5,0.9,0.001,0.01,0.09588578535357908,87.78,96.55
0.5,3.5,0.001,0.01,0.09592412228753068,87.94,96.638
1.5,1.0,0.001,0.01,0.09690767351766022,87.79,96.338
2.5,0.5,0.001,0.01,0.10255274589990779,87.89,96.42
0.9,2.0,0.001,0.01,0.10649760164396495,88.45,96.262
0.5,4.0,0.001,0.01,0.10806347747162288,87.79,96.142
3.0,0.5,0.001,0.01,0.11963507206160195,86.84,95.672
1.0,2.0,0.001,0.01,0.1206203355567948,88.21,95.704
2.0,0.9,0.001,0.01,0.12260807503242882,86.78,95.62
0.9,2.5,0.001,0.01,0.12588883670313017,87.63,95.568
2.0,1.0,0.001,0.01,0.12765791039077604,86.92,95.24
1.5,1.5,0.001,0.01,0.12810122352853723,87.19,95.382
