alpha,beta,lr,weight_decay,train_loss,test_acc,train_acc
1.0,2.5,0.001,0.01,0.13136970591066138,87.69,95.316
3.5,0.5,0.001,0.01,0.13527061784525915,85.42,95.108
0.9,3.0,0.001,0.01,0.13931627048901757,87.27,95.014
2.5,0.9,0.001,0.01,0.14874057194256052,86.74,94.816
1.0,3.0,0.001,0.01,0.15042215505880968,86.63,94.588
0.9,3.5,0.001,0.01,0.1519270567033364,87.24,94.644
4.0,0.5,0.001,0.01,0.15378800714958688,86.35,94.494
2.5,1.0,0.001,0.01,0.1621797545908057,85.83,94.218
0.9,4.0,0.001,0.01,0.1636626850053364,87.96,94.12
1.0,3.5,0.001,0.01,0.16618233481992264,85.83,94.114
1.5,2.0,0.001,0.01,0.1664116882472014,87.01,94.174
0.1,0.1,0.001,0.01,0.1703479060789152,85.93,88.426
2.0,1.5,0.001,0.01,0.1710949675084985,86.55,93.962
3.0,0.9,0.001,0.01,0.1777608265758169,86.73,93.692
1.0,4.0,0.001,0.01,0.18076705643717123,86.18,93.588
1.5,2.5,0.001,0.01,0.19281724095344543,85.79,93.17
3.0,1.0,0.001,0.01,0.1954703803117178,86.16,93.07
3.5,0.9,0.001,0.01,0.1972179932861912,85.52,92.878
2.5,1.5,0.001,0.01,0.21250318758645836,84.44,92.436
2.0,2.0,0.001,0.01,0.21324200833178297,84.34,92.498
1.5,3.0,0.001,0.01,0.21387616754034344,86.6,92.45
3.5,1.0,0.001,0.01,0.21657174228861623,84.99,92.376
4.0,0.9,0.001,0.01,0.22291642001696996,84.33,92.094
1.5,3.5,0.001,0.01,0.22407237603804286,85.38,92.11
2.0,2.5,0.001,0.01,0.234607105884625,84.87,91.744
4.0,1.0,0.001,0.01,0.2387931157967874,85.42,91.574
3.0,1.5,0.001,0.01,0.23929140215017358,85.89,91.532
1.5,4.0,0.001,0.01,0.24285928528679876,85.12,91.546
2.5,2.0,0.001,0.01,0.25921411987166015,83.59,90.82
2.0,3.0,0.001,0.01,0.2609754286098237,83.78,90.904
3.5,1.5,0.001,0.01,0.26960836464957316,84.32,90.702
2.5,2.5,0.001,0.01,0.27799743353104106,83.33,90.278
2.0,3.5,0.001,0.01,0.2805342289562128,83.51,90.188
3.0,2.0,0.001,0.01,0.29055637486126956,83.27,89.918
2.0,4.0,0.001,0.01,0.2957679378438969,82.74,89.864
4.0,1.5,0.001,0.01,0.30052015747951,81.55,89.506
2.5,3.0,0.001,0.01,0.30447395100277297,83.09,89.448
3.0,2.5,0.001,0.01,0.3106820183444996,83.45,89.202
3.5,2.0,0.001,0.01,0.3200985692745569,82.01,88.914
2.5,3.5,0.001,0.01,0.3299244377686053,82.57,88.406
2.5,4.0,0.001,0.01,0.3434442131190884,77.02,88.172
4.0,2.0,0.001,0.01,0.3466632517472822,80.61,87.95
3.5,2.5,0.001,0.01,0.34963253391336424,79.22,88.032
3.0,3.0,0.001,0.01,0.35139630050683507,78.02,87.874
3.0,3.5,0.001,0.01,0.3633227289787361,78.2,87.446
3.5,3.0,0.001,0.01,0.3806284260080785,77.62,86.936
3.0,4.0,0.001,0.01,0.38088443039023145,76.59,86.754
4.0,2.5,0.001,0.01,0.38501342606483674,76.62,86.628
3.5,3.5,0.001,0.01,0.403333205729723,77.36,86.204
4.0,3.0,0.001,0.01,0.4134232477874172,79.35,85.732
3.5,4.0,0.001,0.01,0.4241465986991415,74.33,85.424
4.0,3.5,0.001,0.01,0.4322604616077579,76.3,84.972
4.0,4.0,0.001,0.01,0.44405131361314226,79.96,84.682
