epoch,train_step,valid_loss,best_val_ppl,optimizer,lr
1,1000,1.5505231264723491,4.71393552215291,AdamW,0.0001961225281116712
1,2000,1.454213770744327,4.2811162032495576,AdamW,0.00018836758433501358
1,3000,1.4123342792975575,4.105527675805992,AdamW,0.00018061264055835595
1,4000,1.3750531177406442,3.9552868132398853,AdamW,0.00017285769678169834
1,5000,1.3432115554707507,3.8313282915062348,AdamW,0.00016510275300504073
2,6000,1.3340507690628913,3.7963905841374643,AdamW,0.0001573478092283831
2,7000,1.3313713313577926,3.7862320077770044,AdamW,0.0001495928654517255
2,8000,1.3276657523357704,3.772227788771253,AdamW,0.00014183792167506785
2,9000,1.3080614979238543,3.6989962457889196,AdamW,0.00013408297789841025
2,10000,1.290927790666688,3.636158585240164,AdamW,0.00012632803412175264
3,11000,1.2953759260883886,3.652368736789033,AdamW,0.000118573090345095
3,12000,1.2885069198498171,3.6273665615063693,AdamW,0.00011081814656843738
3,13000,1.283187460154295,3.608122161565794,AdamW,0.00010306320279177977
3,14000,1.273087113100576,3.5718623023624807,AdamW,9.530825901512215e-05
3,15000,1.2729597459355855,3.571407393358142,AdamW,8.755331523846453e-05
4,16000,1.2661485409950965,3.5471644611898197,AdamW,7.979837146180691e-05
4,17000,1.2608597977979952,3.5284539404586575,AdamW,7.204342768514929e-05
4,18000,1.2708301753418085,3.5284539404586575,AdamW,6.428848390849167e-05
4,19000,1.2668473801435265,3.5284539404586575,AdamW,5.653354013183405e-05
4,20000,1.2607441014571958,3.5280457348634697,AdamW,4.877859635517643e-05
4,21000,1.2585849732109538,3.520436449331058,AdamW,4.102365257851881e-05
5,22000,1.2518013493502385,3.496635950718375,AdamW,3.3268708801861186e-05
5,23000,1.2568448015731084,3.496635950718375,AdamW,2.5513765025203567e-05
5,24000,1.2517002148630276,3.4962823381160524,AdamW,1.775882124854595e-05
5,25000,1.252366072179316,3.4962823381160524,AdamW,1.000387747188833e-05
5,26000,1.2472827988740516,3.4808718669040752,AdamW,2.24893369523071e-06
