alpha,beta,lr,weight_decay,train_loss,test_acc,train_acc
0.1,1.5,0.001,0.01,0.00045465426165831055,90.42,99.972
0.1,1.0,0.001,0.01,0.0008195628152323628,90.52,99.964
0.1,0.9,0.001,0.01,0.0008950121847628536,90.09,99.954
0.1,0.5,0.001,0.01,0.0027522674737360366,89.8,99.912
0.1,0.1,0.001,0.01,0.05166791677855107,88.04,98.072
