run_id,epoch,train_loss,train_accuracy,test_loss,test_accuracy,optimizer,lr
0,0,1.3721520605744149,50.08,1.1328312212228775,60.98,AdamW,0.0009999383162408303
0,1,0.9185339939229342,67.606,0.9427903366088867,68.4,AdamW,0.0009997532801828658
0,2,0.7496884659845002,73.824,0.7991689190268516,73.49,AdamW,0.0009994449374809851
0,3,0.6603468922632081,77.032,0.7169815865159035,75.7,AdamW,0.0009990133642141358
0,4,0.5940330188189235,79.358,0.6925207313895225,76.84,AdamW,0.000998458666866564
0,5,0.5366592842097185,81.336,0.5880297857522965,79.66,AdamW,0.00099778098230154
0,6,0.4940394391210712,82.808,0.5431460028886795,81.05,AdamW,0.0009969804777275899
0,7,0.46451883854306475,83.89,0.5310867395997048,82.44,AdamW,0.000996057350657239
0,8,0.4274226545679326,85.13,0.533462581038475,82.59,AdamW,0.0009950118288582787
0,9,0.41000462034527135,85.764,0.5450942665338516,82.59,AdamW,0.0009938441702975688
0,10,0.3873820992148652,86.658,0.5398777337372302,82.59,AdamW,0.000992554663077387
0,11,0.3709417850691445,87.188,0.5052595213055611,83.59,AdamW,0.0009911436253643444
0,12,0.3402468376621908,88.242,0.4766967862844467,84.57,AdamW,0.0009896114053108828
0,13,0.3289244206888335,88.596,0.44412419334053993,85.4,AdamW,0.0009879583809693736
0,14,0.3128932352576937,89.104,0.48728281930088996,85.4,AdamW,0.0009861849601988382
0,15,0.29715002677878555,89.684,0.516966619938612,85.4,AdamW,0.0009842915805643154
0,16,0.28051903828674435,90.266,0.4812781144678593,85.4,AdamW,0.000982278709228899
0,17,0.27663200166152446,90.494,0.4513142179697752,85.44,AdamW,0.0009801468428384714
0,18,0.25995927425671594,90.964,0.4694006942212582,85.44,AdamW,0.0009778965073991648
0,19,0.24710398205384917,91.3,0.4222129967808723,86.15,AdamW,0.0009755282581475766
0,20,0.2304969202651053,91.902,0.4785695017874241,86.15,AdamW,0.0009730426794137723
0,21,0.2217673307322726,92.196,0.49599402502179146,86.15,AdamW,0.0009704403844771124
0,22,0.2160917370751196,92.28,0.40794032901525495,87.14,AdamW,0.0009677220154149334
0,23,0.20359880036237288,92.836,0.49697313517332076,87.14,AdamW,0.0009648882429441253
0,24,0.1907639956976078,93.3,0.5060730437934399,87.14,AdamW,0.000961939766255643
0,25,0.1907606206986369,93.284,0.44656708285212515,87.14,AdamW,0.0009588773128419901
0,26,0.1750076483098828,93.892,0.4920977525413036,87.14,AdamW,0.0009557016383177221
0,27,0.16689206682601754,94.076,0.4617206573486328,87.14,AdamW,0.0009524135262330093
0,28,0.17105480055419767,94.018,0.4793855558335781,87.14,AdamW,0.0009490137878803073
0,29,0.1614267391969963,94.282,0.46575560078024864,87.14,AdamW,0.0009455032620941834
0,30,0.15268432890654218,94.552,0.4998719497025013,87.14,AdamW,0.0009418828150443463
0,31,0.15189476569696347,94.646,0.5284420551359653,87.14,AdamW,0.0009381533400219311
0,32,0.14398954685169216,94.912,0.5481745693087577,87.14,AdamW,0.0009343157572190951
0,33,0.1379290456902616,95.128,0.5018776999413967,87.14,AdamW,0.0009303710135019713
0,34,0.13015007754141578,95.484,0.5315343390405178,87.14,AdamW,0.0009263200821770456
0,35,0.12723707814453816,95.492,0.5143836548924446,87.14,AdamW,0.000922163962751007
0,36,0.12122291733263707,95.702,0.5111466638743878,87.14,AdamW,0.0009179036806841347
0,37,0.11896615112390445,95.728,0.48006431475281713,87.38,AdamW,0.0009135402871372803
0,38,0.11335902375986381,96.012,0.49529094718396666,87.38,AdamW,0.0009090748587125112
0,39,0.10717110569132682,96.178,0.5047762617468834,87.94,AdamW,0.0009045084971874732
0,40,0.10252784003446601,96.322,0.4919168558716774,87.94,AdamW,0.0008998423292435448
0,41,0.10254771317526394,96.33,0.49715311363339426,88.09,AdamW,0.0008950775061878446
0,42,0.10057004077398048,96.398,0.5861401821672917,88.09,AdamW,0.0008902152036691643
0,43,0.0947104819328049,96.554,0.5126268071681261,88.09,AdamW,0.000885256621387894
0,44,0.092867176647165,96.74,0.5107503016293049,88.09,AdamW,0.0008802029828000149
0,45,0.08706138838006526,96.928,0.5059470474720001,88.09,AdamW,0.0008750555348152292
0,46,0.08489542322385372,96.946,0.5256583571434021,88.09,AdamW,0.0008698155474893041
0,47,0.07927964770292141,97.202,0.5453862012922763,88.09,AdamW,0.0008644843137107051
0,48,0.08326832792360564,96.97,0.5414290872216224,88.09,AdamW,0.0008590631488815938
0,49,0.08145199774061235,97.1,0.6380546897649765,88.09,AdamW,0.0008535533905932731
0,50,0.07566553637461394,97.322,0.5284468956291676,88.09,AdamW,0.0008479563982961564
0,51,0.06961949438578924,97.502,0.6256518138945103,88.09,AdamW,0.0008422735529643437
0,52,0.07217406292388938,97.394,0.5580735550820828,88.09,AdamW,0.000836506256754886
0,53,0.06688043598693852,97.634,0.5413960217684507,88.09,AdamW,0.0008306559326618253
0,54,0.06539974254746066,97.624,0.5447811008989811,88.09,AdamW,0.0008247240241650912
0,55,0.06387720465165925,97.704,0.5048596669733524,88.59,AdamW,0.0008187119948743442
0,56,0.060311802914746256,97.868,0.5451234578341245,88.59,AdamW,0.000812621328167852
0,57,0.06491392222708281,97.718,0.5167114021629096,88.59,AdamW,0.0008064535268264877
0,58,0.05765857923376773,97.988,0.5493195594102144,88.59,AdamW,0.0008002101126629415
0,59,0.061126974824701946,97.808,0.5726688650250434,88.59,AdamW,0.000793892626146236
0,60,0.054307885396731446,98.12,0.5588293398916722,88.59,AdamW,0.0007875026260216388
0,61,0.05486404978936272,98.014,0.5277541192620993,88.59,AdamW,0.0007810416889260649
0,62,0.05558068154626811,98.052,0.5328693236410618,88.65,AdamW,0.0007745114089990654
0,63,0.05508092240601474,98.05,0.5432460983097553,88.65,AdamW,0.0007679133974894978
0,64,0.050989378519280225,98.138,0.5701845934987069,88.65,AdamW,0.0007612492823579739
0,65,0.04915959399184022,98.31,0.5373904803395271,88.68,AdamW,0.0007545207078751852
0,66,0.04761385298048963,98.336,0.566414542645216,88.68,AdamW,0.0007477293342162034
0,67,0.048745402410550386,98.296,0.5643208357691765,88.68,AdamW,0.0007408768370508571
0,68,0.04449901128263802,98.404,0.5670076124370098,88.68,AdamW,0.0007339649071302863
0,69,0.04471012450189197,98.412,0.5350827852636576,88.93,AdamW,0.0007269952498697729
0,70,0.04424592918877927,98.396,0.562952761054039,88.93,AdamW,0.000719969584927957
0,71,0.041305949578859975,98.53,0.5726528014242649,88.93,AdamW,0.0007128896457825358
0,72,0.04424438706827255,98.474,0.5390669837594032,89.0,AdamW,0.0007057571793025539
0,73,0.039668804550144286,98.524,0.5841915838420391,89.0,AdamW,0.0006985739453173898
0,74,0.03689168820547282,98.732,0.5431320458650589,89.3,AdamW,0.0006913417161825444
0,75,0.03793362742622516,98.696,0.5610187217593193,89.3,AdamW,0.0006840622763423385
0,76,0.038414042143683345,98.674,0.5518286741524935,89.3,AdamW,0.000676737421889628
0,77,0.03456715320008902,98.754,0.5677286632359028,89.3,AdamW,0.0006693689601226452
0,78,0.03286617084843468,98.892,0.6151822386682033,89.3,AdamW,0.0006619587090990741
0,79,0.035578879950644106,98.748,0.5670810534060001,89.3,AdamW,0.0006545084971874731
0,80,0.03698229436449022,98.676,0.5517640054970979,89.3,AdamW,0.0006470201626161514
0,81,0.029110005747869004,98.938,0.5930977566540241,89.3,AdamW,0.0006394955530196142
0,82,0.02943300614038444,99.01,0.5787775756418705,89.3,AdamW,0.0006319365249826858
0,83,0.029278800245469475,98.96,0.5710267944633961,89.3,AdamW,0.0006243449435824268
0,84,0.030425671763642102,98.942,0.597859736084938,89.3,AdamW,0.0006167226819279523
0,85,0.02825887208538396,99.022,0.585998542457819,89.3,AdamW,0.0006090716206982709
0,86,0.02719786807262738,99.058,0.5816979690641165,89.41,AdamW,0.0006013936476782558
0,87,0.027691017541730284,99.012,0.5668213894963264,89.57,AdamW,0.000593690657292862
0,88,0.02520722894197596,99.066,0.5855694717168808,89.57,AdamW,0.0005859645501397043
0,89,0.02810638102736058,99.054,0.6055197325348854,89.57,AdamW,0.000578217232520115
0,90,0.026351096516603376,99.082,0.6037179318070411,89.57,AdamW,0.000570450615968791
0,91,0.02496468515505976,99.14,0.5745957107841968,89.57,AdamW,0.0005626666167821518
0,92,0.022564367658449148,99.194,0.6006144824624061,89.57,AdamW,0.0005548671555455222
0,93,0.021687874532846985,99.254,0.563266819268465,89.74,AdamW,0.0005470541566592567
0,94,0.02130392677036627,99.284,0.6133748768270015,89.74,AdamW,0.000539229547863922
0,95,0.020343656159286405,99.296,0.5984221766889095,89.74,AdamW,0.0005313952597646562
0,96,0.018999996802969172,99.322,0.5999392426013946,89.74,AdamW,0.0005235532253548208
0,97,0.019474569420040375,99.34,0.6243155790865421,89.74,AdamW,0.0005157053795390637
0,98,0.020872131157523895,99.256,0.5871482494473458,89.74,AdamW,0.0005078536586559099
0,99,0.017961770741563594,99.38,0.6300908808410167,89.74,AdamW,0.0004999999999999996
0,100,0.01971509957885636,99.3,0.639575409591198,89.74,AdamW,0.0004921463413440893
0,101,0.0193346509981986,99.298,0.611977057158947,89.74,AdamW,0.0004842946204609354
0,102,0.01479846450330319,99.486,0.628515465259552,89.83,AdamW,0.00047644677464517824
0,103,0.020466202168178398,99.304,0.6217211957275868,89.83,AdamW,0.00046860474023534287
0,104,0.014556731017216166,99.5,0.6513323448598385,89.83,AdamW,0.00046077045213607716
0,105,0.017064754062389234,99.402,0.654053722769022,89.83,AdamW,0.0004529458433407424
0,106,0.01634340131449233,99.422,0.6141512404382229,89.83,AdamW,0.000445132844454477
0,107,0.01183154351168255,99.588,0.6082687187939883,90.17,AdamW,0.0004373333832178475
0,108,0.014087527705836395,99.502,0.6498117351531982,90.17,AdamW,0.0004295493840312084
0,109,0.01373033446012711,99.508,0.6596604366600514,90.17,AdamW,0.0004217827674798842
