run_id,epoch,train_loss,train_accuracy,test_loss,test_accuracy,optimizer
0,54,0.004833024817418511,99.858,0.26798092130571605,95.31,"adam, lr = 0.001, wd = 0.01"
0,55,0.004057494431138793,99.856,0.30028551414608956,95.31,"adam, lr = 0.001, wd = 0.01"
0,56,0.005356320327114283,99.836,0.3114588989689946,95.31,"adam, lr = 0.001, wd = 0.01"
0,57,0.00452696348686598,99.85,0.28678844645619395,95.31,"adam, lr = 0.001, wd = 0.01"
0,58,0.0032642698390785026,99.892,0.27484622366726397,95.48,"adam, lr = 0.001, wd = 0.01"
0,59,0.0031564851514842155,99.896,0.26775675736367704,95.6,"adam, lr = 0.001, wd = 0.01"
0,60,0.0022437533760388093,99.926,0.27841148609295485,95.6,"adam, lr = 0.001, wd = 0.01"
0,61,0.00520001628572164,99.822,0.2980306281521916,95.6,"adam, lr = 0.001, wd = 0.01"
0,62,0.003377173932286886,99.888,0.2743804469704628,95.6,"adam, lr = 0.001, wd = 0.01"
0,63,0.0023357252378501674,99.946,0.2759116385877132,95.6,"adam, lr = 0.001, wd = 0.01"
0,64,0.0018918632855943263,99.948,0.2916878095269203,95.6,"adam, lr = 0.001, wd = 0.01"
0,65,0.0015701082820947815,99.954,0.27847372241318225,95.6,"adam, lr = 0.001, wd = 0.01"
0,66,0.0013686276900777873,99.966,0.29064400054514405,95.6,"adam, lr = 0.001, wd = 0.01"
0,67,0.0020203019929405336,99.936,0.27221318121999505,95.6,"adam, lr = 0.001, wd = 0.01"
0,68,0.0007574885702912089,99.978,0.2659475126955658,95.6,"adam, lr = 0.001, wd = 0.01"
0,69,0.0008848342254122126,99.97,0.27487614715471864,95.64,"adam, lr = 0.001, wd = 0.01"
0,70,0.000681081459526226,99.976,0.26116649007424714,95.7,"adam, lr = 0.001, wd = 0.01"
0,71,0.0007128072615976597,99.976,0.285093894507736,95.7,"adam, lr = 0.001, wd = 0.01"
0,72,0.0005317057039760862,99.99,0.2841877842321992,95.7,"adam, lr = 0.001, wd = 0.01"
0,73,0.0008364089297415654,99.97,0.2875590393692255,95.7,"adam, lr = 0.001, wd = 0.01"
0,74,0.0007514286116001669,99.986,0.2892144603468478,95.7,"adam, lr = 0.001, wd = 0.01"
0,75,0.0008022281670872296,99.982,0.27830469243228434,95.7,"adam, lr = 0.001, wd = 0.01"
0,76,0.0006734402316591773,99.984,0.2844503849186003,95.7,"adam, lr = 0.001, wd = 0.01"
0,77,0.0005141985262950436,99.988,0.28044704733416437,95.73,"adam, lr = 0.001, wd = 0.01"
0,78,0.0003276266560039069,99.998,0.2706867345236242,95.81,"adam, lr = 0.001, wd = 0.01"
0,79,0.00030028482810431174,99.992,0.27651988526806237,95.81,"adam, lr = 0.001, wd = 0.01"
0,80,0.00024250968054122162,99.998,0.28248256523162124,95.81,"adam, lr = 0.001, wd = 0.01"
0,81,0.00023178456798312217,99.996,0.27840848721563816,95.81,"adam, lr = 0.001, wd = 0.01"
0,82,0.0002629691083600438,99.988,0.2785792076215148,95.81,"adam, lr = 0.001, wd = 0.01"
0,83,0.00012664870146344192,100.0,0.27410301400348547,95.81,"adam, lr = 0.001, wd = 0.01"
0,84,0.00016184635311284573,99.996,0.27226834614761175,95.81,"adam, lr = 0.001, wd = 0.01"
0,85,0.00010016100559809906,100.0,0.2715086677484214,95.85,"adam, lr = 0.001, wd = 0.01"
0,86,8.060543297296024e-05,100.0,0.27343173034489154,95.9,"adam, lr = 0.001, wd = 0.01"
0,87,6.665561021034646e-05,100.0,0.27239816354587676,95.9,"adam, lr = 0.001, wd = 0.01"
0,88,7.068537102461922e-05,100.0,0.27096369724720715,95.9,"adam, lr = 0.001, wd = 0.01"
0,89,0.00011390607231273211,99.998,0.27177516236901283,95.9,"adam, lr = 0.001, wd = 0.01"
0,90,6.148364012635831e-05,100.0,0.27311572295613584,95.9,"adam, lr = 0.001, wd = 0.01"
0,91,7.942602470551237e-05,100.0,0.27261833818629383,95.9,"adam, lr = 0.001, wd = 0.01"
0,92,4.9400694897903286e-05,100.0,0.2717598371207714,95.9,"adam, lr = 0.001, wd = 0.01"
0,93,5.553393999337329e-05,100.0,0.2705073221772909,95.9,"adam, lr = 0.001, wd = 0.01"
0,94,7.433953464607041e-05,99.998,0.2710649724677205,95.9,"adam, lr = 0.001, wd = 0.01"
0,95,5.008778474900412e-05,100.0,0.27121909469366073,95.9,"adam, lr = 0.001, wd = 0.01"
0,96,5.92532785851884e-05,100.0,0.27098374027758837,95.9,"adam, lr = 0.001, wd = 0.01"
0,97,7.201920563523587e-05,99.998,0.27182419604621827,95.9,"adam, lr = 0.001, wd = 0.01"
0,98,9.906680511843364e-05,99.998,0.27093960393220184,95.9,"adam, lr = 0.001, wd = 0.01"
0,99,3.619288307799233e-05,100.0,0.2713365285098553,95.9,"adam, lr = 0.001, wd = 0.01"
