alpha,beta,lr,weight_decay,train_loss,test_acc,train_acc
0.5,2.5,0.001,0.01,9.438183720687578e-05,90.28,99.998
1.5,1.5,0.001,0.01,9.54711569441278e-05,91.04,99.99
0.5,3.0,0.001,0.01,9.782979000775362e-05,90.6,99.994
1.0,2.5,0.001,0.01,9.973253667553485e-05,90.74,99.996
0.9,3.0,0.001,0.01,0.0001023135701031179,90.83,99.996
0.5,3.5,0.001,0.01,0.00010324506318420853,90.57,99.992
0.9,2.0,0.001,0.01,0.00010566631078281531,90.9,99.99
1.0,1.5,0.001,0.01,0.00010985506718102489,90.64,99.998
1.5,0.9,0.001,0.01,0.0001149705472950505,90.8,99.998
1.5,1.0,0.001,0.01,0.00011574070150433672,91.01,99.994
0.5,4.0,0.001,0.01,0.00012148337602216738,90.39,99.994
2.0,1.0,0.001,0.01,0.0001215559736734502,90.93,99.994
0.9,1.5,0.001,0.01,0.00012360030257357313,90.85,99.994
2.5,0.5,0.001,0.01,0.00013159380584246887,90.57,99.998
2.0,0.5,0.001,0.01,0.00013340808349154515,90.62,99.996
1.0,3.5,0.001,0.01,0.00013437859305835147,90.76,99.994
1.0,1.0,0.001,0.01,0.00013667145753158496,90.87,99.99
2.0,0.9,0.001,0.01,0.0001412470797007774,91.23,99.998
0.9,3.5,0.001,0.01,0.00014198433301057127,90.93,99.994
1.0,0.9,0.001,0.01,0.0001469345877908103,90.42,99.994
1.5,2.0,0.001,0.01,0.0001500926584009105,90.88,99.992
0.9,2.5,0.001,0.01,0.00015096811042394852,90.51,99.996
1.0,3.0,0.001,0.01,0.0001536677546619567,90.81,99.996
1.0,2.0,0.001,0.01,0.00015829166920837553,90.81,99.992
2.5,0.9,0.001,0.01,0.00015901437886756812,90.8,99.998
1.0,4.0,0.001,0.01,0.00017480770352089705,91.11,99.994
0.5,1.5,0.001,0.01,0.00017619562471909422,90.45,99.99
3.0,0.9,0.001,0.01,0.0001780720726693679,90.87,100.0
2.0,1.5,0.001,0.01,0.00017914593907019535,91.21,99.994
2.5,1.0,0.001,0.01,0.00018186046792245217,91.25,99.992
0.9,4.0,0.001,0.01,0.00018209889084137474,90.78,99.992
0.5,2.0,0.001,0.01,0.00018654599407988586,90.12,99.994
3.5,0.5,0.001,0.01,0.0001887878389722146,90.53,99.998
0.9,0.9,0.001,0.01,0.0001892487721386434,90.81,99.996
0.9,1.0,0.001,0.01,0.00019151571842016614,90.48,99.996
1.5,0.5,0.001,0.01,0.00019566629541319642,90.15,99.98
0.5,1.0,0.001,0.01,0.00019957462186304573,90.4,99.988
4.0,0.5,0.001,0.01,0.00020315828503243564,90.63,99.998
0.1,4.0,0.001,0.01,0.00020633620131691862,89.7,99.996
0.9,0.5,0.001,0.01,0.00020955134682989983,90.1,99.998
3.0,0.5,0.001,0.01,0.0002121595156285487,90.41,99.994
0.5,0.9,0.001,0.01,0.00022464821107493607,90.6,99.984
3.0,1.0,0.001,0.01,0.00022706302528446515,90.98,99.994
1.0,0.5,0.001,0.01,0.00023529225488429654,90.33,99.99
1.5,2.5,0.001,0.01,0.000240170046824961,90.88,99.99
1.5,3.0,0.001,0.01,0.00024088213925384778,90.81,99.99
