alpha,beta,lr,weight_decay,train_loss,test_acc,train_acc
4.0,0.1,0.001,0.01,0.00024142135588571902,89.0,99.996
0.1,3.5,0.001,0.01,0.0002550066590276044,89.43,99.982
3.5,0.1,0.001,0.01,0.00026659399945485197,89.16,99.998
2.0,2.0,0.001,0.01,0.00026957380138546054,91.21,99.996
3.0,0.1,0.001,0.01,0.00027707491723531904,89.52,100.0
0.1,3.0,0.001,0.01,0.0002900861863679438,89.48,99.99
2.5,0.1,0.001,0.01,0.0002904954439312563,89.37,99.998
0.1,2.5,0.001,0.01,0.0002955190345586771,89.7,99.982
2.5,1.5,0.001,0.01,0.0002997533714018833,91.26,99.994
1.5,3.5,0.001,0.01,0.0003023506007050911,90.74,99.988
3.5,0.9,0.001,0.01,0.00032090821249528055,90.77,99.986
2.0,0.1,0.001,0.01,0.00034701800366895684,89.88,99.994
0.1,2.0,0.001,0.01,0.0003526036187981636,89.6,99.976
4.0,0.9,0.001,0.01,0.0003543762821079456,90.8,99.988
3.5,1.0,0.001,0.01,0.0003589583832076549,90.73,99.988
1.5,4.0,0.001,0.01,0.00037418766366351276,91.07,99.99
2.0,2.5,0.001,0.01,0.0003757877459659595,90.87,99.992
3.0,1.5,0.001,0.01,0.00042787898236179453,91.16,99.99
4.0,1.0,0.001,0.01,0.0004637724176769107,90.81,99.98
0.5,0.5,0.001,0.01,0.00048577790946127404,90.06,99.982
1.5,0.1,0.001,0.01,0.0004924033468416049,89.42,99.992
2.0,3.0,0.001,0.01,0.000508782545188185,91.08,99.978
2.0,3.5,0.001,0.01,0.0005291026326995516,91.29,99.984
0.1,1.5,0.001,0.01,0.0005429249365870326,89.8,99.988
2.5,2.0,0.001,0.01,0.0005552792804871146,91.12,99.986
2.5,2.5,0.001,0.01,0.0006013944777401887,91.01,99.992
2.0,4.0,0.001,0.01,0.0006650947980883107,91.0,99.976
2.5,3.0,0.001,0.01,0.0007574822081495564,90.88,99.986
3.0,2.0,0.001,0.01,0.0007797381952291382,90.86,99.962
3.5,1.5,0.001,0.01,0.0007871686051546523,91.06,99.982
0.1,1.0,0.001,0.01,0.0008087849990131092,89.31,99.98
1.0,0.1,0.001,0.01,0.0009097833456749236,89.62,99.97
2.5,3.5,0.001,0.01,0.0010139896092470958,91.31,99.96
0.1,0.9,0.001,0.01,0.001021600387178166,89.31,99.974
0.9,0.1,0.001,0.01,0.0010457279041493537,89.77,99.968
3.0,2.5,0.001,0.01,0.0011419024807839044,91.2,99.97
4.0,1.5,0.001,0.01,0.0011694877914161057,90.86,99.97
3.5,2.0,0.001,0.01,0.0013146511034151165,90.76,99.95
2.5,4.0,0.001,0.01,0.0013868203639002766,90.82,99.958
3.0,3.5,0.001,0.01,0.0015737967072598214,90.76,99.936
3.0,3.0,0.001,0.01,0.0016382164759232516,90.87,99.944
3.5,2.5,0.001,0.01,0.0022935427972400673,90.75,99.93
0.5,0.1,0.001,0.01,0.0022958435929282058,89.28,99.934
4.0,2.0,0.001,0.01,0.0023510588019476295,90.65,99.9
3.0,4.0,0.001,0.01,0.002391901433495558,91.13,99.928
0.1,0.5,0.001,0.01,0.0027293856277333826,89.02,99.886
3.5,3.0,0.001,0.01,0.002857842060323919,90.67,99.904
4.0,2.5,0.001,0.01,0.0034599118284395257,91.03,99.87
3.5,3.5,0.001,0.01,0.0034779512580844683,90.74,99.884
3.5,4.0,0.001,0.01,0.004554417244657905,90.65,99.856
4.0,3.0,0.001,0.01,0.005328822700476496,90.6,99.838
4.0,3.5,0.001,0.01,0.006165602502510503,90.22,99.808
4.0,4.0,0.001,0.01,0.006757733186532278,90.42,99.786
0.1,0.1,0.001,0.01,0.039008986337908676,88.26,98.454
