epoch,train_loss,train_acc1,train_acc5,val_acc1,val_acc5,best_acc1,best_acc5,optimizer
0,6.646989857454856,1.0825714428457234,4.054256594724221,2.472,8.45,2.472,8.45,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
1,6.377326637911472,2.6088504196642686,8.476031674660272,6.256,17.504,6.256,17.504,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
2,6.186734883714732,4.342775779376499,12.387589928057555,9.302,23.616,9.302,23.616,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
3,6.011633152965542,6.1532024380495605,16.28416017186251,13.088,29.776,13.088,29.776,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
4,5.822706051391187,8.377360611510792,20.612884692246205,16.352,35.432,16.352,35.432,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
5,5.645954451115012,10.811975419664268,24.63404276578737,20.078,40.9,20.078,40.9,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
6,5.46096201995008,13.320281274980015,28.74044514388489,24.176,46.186,24.176,46.186,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
7,5.333332041184679,15.518834932054357,32.1355415667466,28.444,51.76,28.444,51.76,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
8,5.195656058694914,17.765475119904078,35.520021482813746,31.48,55.59,31.48,55.59,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
9,5.052543307379853,20.211018685051958,38.79209132693845,34.882,59.32,34.882,59.32,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
10,4.905468753582949,22.839853117505996,42.448541167066345,37.578,62.074,37.578,62.074,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
11,4.8177926652818375,24.647157274180657,44.689560851318944,39.912,64.744,39.912,64.744,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
12,4.733492619699711,26.2255820343725,46.64580835331735,41.184,66.14,41.184,66.14,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
13,4.596888788979498,28.599620303756993,49.700239808153476,43.292,68.172,43.292,68.172,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
14,4.564277208871026,29.34090227817746,50.577662869704234,44.488,69.178,44.488,69.178,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
15,4.540709299244564,30.02722821742606,51.16281974420463,45.384,70.108,45.384,70.108,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
16,4.450359685053166,31.56474820143885,53.01352667865707,46.586,71.218,46.586,71.218,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
17,4.422354863034926,32.34537370103917,53.88095773381295,47.6,72.346,47.6,72.346,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
18,4.396737180644278,33.1587854716227,54.66283223421263,47.276,72.384,47.6,72.384,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
19,4.317900674996807,34.421525279776176,56.24344274580336,48.148,72.626,48.148,72.626,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
20,4.314097845106483,34.49646532773781,56.54195393685052,49.67,74.186,49.67,74.186,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
21,4.258491749576718,35.14157424060751,57.19705485611511,49.434,73.998,49.67,74.186,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
22,4.250960538141447,35.45913269384492,57.49025779376499,49.56,73.74,49.67,74.186,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
23,4.280127679320167,35.12970873301359,57.1798810951239,49.856,74.456,49.856,74.456,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
24,4.265207262252637,35.310813848920866,57.584869604316545,49.968,74.632,49.968,74.632,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
25,4.283615329568621,34.97171013189448,57.01688649080735,50.492,75.098,50.492,75.098,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
26,4.299764304424076,34.71785071942446,56.72024880095923,49.296,74.198,50.492,75.098,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
27,4.270016121349746,35.04071742605915,57.05185851318945,50.738,75.146,50.738,75.146,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
28,4.309560695521647,34.52019634292566,56.60065697442047,50.296,75.072,50.738,75.146,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
29,4.255904194834135,35.31643435251799,57.42062599920064,50.02,74.838,50.738,75.146,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
30,4.243163295787015,35.52033373301359,57.81687150279776,51.292,75.808,51.292,75.808,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
31,4.221638457094737,35.67052607913669,57.78470973221423,50.832,75.63,51.292,75.808,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
32,4.230196961396032,35.86880495603517,58.1697142286171,51.83,76.076,51.83,76.076,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
33,4.209080058417255,35.969661770583535,58.292740807354114,50.412,75.144,51.83,76.076,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
34,4.263410127039055,35.42915667466027,57.51804806155076,50.718,75.332,51.83,76.076,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
35,4.1841867076788395,36.467388589128696,58.88539168665068,51.526,76.412,51.83,76.412,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
36,4.1944518567656255,36.39963029576339,58.6490182853717,52.464,77.004,52.464,77.004,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
37,4.192984852573568,36.491431854516385,58.80389438449241,52.094,76.46,52.464,77.004,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
38,4.170255065821915,36.85114408473221,59.09740957234212,52.432,76.908,52.464,77.004,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
39,4.216339848119673,36.365282773780976,58.58875399680256,52.164,76.36,52.464,77.004,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
40,4.174118247440012,36.95356215027978,59.22449540367706,52.456,76.77,52.464,77.004,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
41,4.224264655658286,36.188549160671464,58.30679206634692,51.794,76.564,52.464,77.004,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
42,4.214356822266186,36.57449040767386,58.57844974020784,51.238,76.136,52.464,77.004,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
43,4.189697239324629,36.740295263788965,58.92879446442846,52.228,76.89,52.464,77.004,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
44,4.135531697246573,37.448790967226216,59.99918814948042,53.082,77.324,53.082,77.324,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
45,4.144531932666148,37.263626598721025,59.63729016786571,52.104,76.416,53.082,77.324,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
46,4.129917979526291,37.658935351718625,59.83806704636291,52.78,77.464,53.082,77.464,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
47,4.10753689395438,37.92091326938449,60.53688299360512,52.3,76.84,53.082,77.464,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
48,4.133873620098062,37.69203387290168,60.01448840927258,53.19,77.682,53.19,77.682,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
49,4.141207837562957,37.71357913669065,60.03915617505995,51.89,76.178,53.19,77.682,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
50,4.14461917728543,37.551833533173465,60.02885191846523,51.882,76.78,53.19,77.682,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
51,4.124707361110014,37.74261840527578,60.1578112509992,52.646,77.032,53.19,77.682,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
52,4.110730815181534,37.888126998401276,60.47849220623501,52.67,77.212,53.19,77.682,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
53,4.114059136449385,37.79944794164668,60.32299160671463,53.272,77.476,53.272,77.682,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
54,4.097557784842072,37.8999925059952,60.37638639088729,52.574,77.094,53.272,77.682,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
55,4.086630102351225,38.24346772581934,60.77731564748201,52.476,76.684,53.272,77.682,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
56,4.068607451723253,38.46578986810552,61.00463379296563,54.026,78.516,54.026,78.516,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
57,4.1503574937748775,37.88968824940048,60.262102817745806,54.4,78.386,54.4,78.516,"INNAprop, ($\alpha$, $\beta$)= (0.1,0.9), lr = 0.001, wd = 0.1"
