alpha,beta,lr,weight_decay,train_loss,test_acc,train_acc
0.1,0.5,0.001,0.0,0.13760884098556578,87.4,95.182
0.1,1.0,0.001,0.0,0.14344353331443,87.57,95.034
0.1,0.9,0.001,0.0,0.1442767144465933,87.43,94.902
0.5,0.5,0.001,0.0,0.16081397452068572,85.96,94.228
0.1,1.5,0.001,0.0,0.1621527967176267,87.34,94.252
0.1,2.0,0.001,0.0,0.17616640926547805,86.9,93.86
0.9,0.1,0.001,0.0,0.1801317346719455,85.46,93.612
0.1,2.5,0.001,0.0,0.1810380412379698,87.34,93.61
0.5,0.9,0.001,0.0,0.181792020911769,85.46,93.618
1.0,0.1,0.001,0.0,0.18211748728490607,85.34,93.646
0.9,0.5,0.001,0.0,0.185596709918915,85.55,93.378
0.5,0.1,0.001,0.0,0.18691073726786642,85.31,93.438
0.5,1.0,0.001,0.0,0.1875034085265836,86.19,93.366
1.5,0.1,0.001,0.0,0.18881315981246988,84.88,93.404
1.0,0.5,0.001,0.0,0.19129109846390024,87.13,93.306
0.1,3.0,0.001,0.0,0.193242252709306,85.93,93.176
0.1,0.1,0.001,0.0,0.19887400030785676,85.5,93.044
2.0,0.1,0.001,0.0,0.19988064175205572,84.48,92.902
0.1,4.0,0.001,0.0,0.2086449392444017,85.46,92.696
0.5,1.5,0.001,0.0,0.2099349648140523,85.82,92.652
0.1,3.5,0.001,0.0,0.2133490153569348,86.19,92.582
2.5,0.1,0.001,0.0,0.21702794259300037,83.14,92.334
0.9,0.9,0.001,0.0,0.22327616708163095,84.04,92.14
1.0,0.9,0.001,0.0,0.2306373956784302,86.66,91.744
0.9,1.0,0.001,0.0,0.23254978504716134,85.43,91.65
1.5,0.5,0.001,0.0,0.23399889423530928,83.95,91.9
3.0,0.1,0.001,0.0,0.23418868713232935,83.8,91.732
0.5,2.0,0.001,0.0,0.23561973672132103,85.21,91.768
1.0,1.0,0.001,0.0,0.23832111182261487,83.98,91.77
0.5,2.5,0.001,0.0,0.24795650485522894,83.71,91.306
0.5,3.0,0.001,0.0,0.2610155206781869,85.32,90.868
3.5,0.1,0.001,0.0,0.2610677155304928,82.52,90.794
0.9,1.5,0.001,0.0,0.26157374014811857,83.42,90.782
2.0,0.5,0.001,0.0,0.26789804912951526,84.15,90.652
4.0,0.1,0.001,0.0,0.26864198063101086,83.09,90.516
1.0,1.5,0.001,0.0,0.273451673893296,84.09,90.574
1.5,0.9,0.001,0.0,0.2766657965827961,82.52,90.278
0.5,3.5,0.001,0.0,0.27711624439273563,82.63,90.358
1.5,1.0,0.001,0.0,0.2844385958599801,82.69,90.03
0.9,2.0,0.001,0.0,0.2957612920020308,84.55,89.658
0.5,4.0,0.001,0.0,0.29661912912008714,82.36,89.724
2.5,0.5,0.001,0.0,0.3024445750123384,83.84,89.282
1.0,2.0,0.001,0.0,0.30798045188492656,81.24,89.32
0.9,2.5,0.001,0.0,0.30814986774811937,79.97,89.234
2.0,0.9,0.001,0.0,0.32081810666286215,82.03,88.884
1.0,2.5,0.001,0.0,0.3223869320841468,77.79,88.812
3.0,0.5,0.001,0.0,0.3267725576095435,81.18,88.474
1.5,1.5,0.001,0.0,0.32908816141437514,80.13,88.552
0.9,3.0,0.001,0.0,0.33271699816900857,81.42,88.434
2.0,1.0,0.001,0.0,0.33453298702227824,78.47,88.342
0.9,3.5,0.001,0.0,0.337695766848569,76.06,88.362
1.0,3.0,0.001,0.0,0.33869629262053236,83.45,88.354
3.5,0.5,0.001,0.0,0.348971603628324,81.74,87.88
2.5,0.9,0.001,0.0,0.3530232672940712,76.65,87.62
0.9,4.0,0.001,0.0,0.3609277729933359,79.69,87.458
2.5,1.0,0.001,0.0,0.3649258999039932,75.7,87.516
1.0,3.5,0.001,0.0,0.3679736157765194,81.8,87.3
1.0,4.0,0.001,0.0,0.3693042979100529,74.93,87.34
4.0,0.5,0.001,0.0,0.37730226597311545,81.68,86.836
1.5,2.0,0.001,0.0,0.3783008378683304,80.32,84.186
2.0,1.5,0.001,0.0,0.3833438080488419,77.54,86.848
3.0,0.9,0.001,0.0,0.387036637079959,79.89,86.66
1.5,2.5,0.001,0.0,0.39052549179415313,79.19,86.532
3.0,1.0,0.001,0.0,0.3998153348054205,75.4,86.156
1.5,3.0,0.001,0.0,0.40977604231055903,76.33,85.94
2.0,2.0,0.001,0.0,0.4103160885219671,74.38,85.852
3.5,0.9,0.001,0.0,0.4165950145344345,76.03,85.566
2.5,1.5,0.001,0.0,0.4194680242514124,75.66,85.564
3.5,1.0,0.001,0.0,0.42541161422826806,75.41,85.33
1.5,3.5,0.001,0.0,0.426414674033924,72.15,85.338
4.0,0.9,0.001,0.0,0.43562451050597795,76.82,84.942
1.5,4.0,0.001,0.0,0.43678790528555306,69.96,84.84
3.0,1.5,0.001,0.0,0.45422306139858404,73.68,84.344
2.0,2.5,0.001,0.0,0.45536408314899524,74.21,84.388
4.0,1.0,0.001,0.0,0.45803532278051184,76.15,84.302
2.5,2.0,0.001,0.0,0.46194093339905445,72.46,84.33
2.0,3.0,0.001,0.0,0.4626167132234087,72.01,84.016
2.0,3.5,0.001,0.0,0.48045634843257007,74.64,83.516
3.5,1.5,0.001,0.0,0.4859981407620469,72.94,83.196
2.5,2.5,0.001,0.0,0.49096424786411985,74.46,76.978
2.0,4.0,0.001,0.0,0.4998156511966063,74.1,81.874
3.0,2.0,0.001,0.0,0.5041274978798262,65.7,82.774
4.0,1.5,0.001,0.0,0.5101662196066915,73.48,82.52
2.5,3.0,0.001,0.0,0.5138258582779339,73.62,82.462
3.5,2.0,0.001,0.0,0.5315686666539737,71.36,81.754
3.0,2.5,0.001,0.0,0.5318329831471249,71.81,81.774
2.5,4.0,0.001,0.0,0.5518586149021071,59.18,81.256
2.5,3.5,0.001,0.0,0.5546755772464129,66.77,79.816
3.0,3.0,0.001,0.0,0.559824807911503,72.53,80.83
3.0,3.5,0.001,0.0,0.5678356870704767,65.45,80.542
4.0,2.0,0.001,0.0,0.571057704942567,66.6,80.426
3.5,2.5,0.001,0.0,0.5789717229045167,65.36,77.808
3.0,4.0,0.001,0.0,0.5969795312504379,66.81,79.36
3.5,3.0,0.001,0.0,0.6110346715669243,71.21,79.24
3.5,3.5,0.001,0.0,0.6119352399694676,63.84,78.912
4.0,2.5,0.001,0.0,0.6215640897957646,67.97,78.778
4.0,3.0,0.001,0.0,0.6420912170896724,65.69,77.982
3.5,4.0,0.001,0.0,0.6424348250943788,58.78,78.114
4.0,3.5,0.001,0.0,0.6645823840279969,56.29,77.126
4.0,4.0,0.001,0.0,0.6657516421103964,67.99,77.234
