alpha,beta,lr,weight_decay,train_loss,test_acc,train_acc
0.9,2.0,0.001,0.0,9.757532086148192e-05,90.83,99.992
0.9,3.5,0.001,0.0,0.00010228160337344643,91.04,99.998
1.5,2.0,0.001,0.0,0.00010420523896070163,91.13,99.996
1.0,1.5,0.001,0.0,0.0001052269332189683,90.57,99.992
1.0,2.5,0.001,0.0,0.00010735779180985985,91.13,100.0
1.5,1.5,0.001,0.0,0.00011097337169686324,90.93,99.99
0.9,1.5,0.001,0.0,0.00011365725950505973,90.81,99.996
0.5,2.0,0.001,0.0,0.00011608797352003383,90.02,99.996
0.9,4.0,0.001,0.0,0.00011616660901459417,91.18,99.996
0.5,3.5,0.001,0.0,0.00011633532803335927,90.2,99.996
1.0,2.0,0.001,0.0,0.00012029037217259002,90.95,99.992
0.9,3.0,0.001,0.0,0.00013109984004902993,90.89,99.986
1.5,0.5,0.001,0.0,0.00013279300589963858,90.4,99.992
1.5,0.9,0.001,0.0,0.00013320038860284715,90.6,100.0
0.9,2.5,0.001,0.0,0.00013340769447809782,90.83,99.992
1.0,1.0,0.001,0.0,0.00013366431620764216,90.55,99.996
0.5,4.0,0.001,0.0,0.00013494527890993793,90.4,99.992
2.0,0.9,0.001,0.0,0.00013632400277067657,91.1,99.996
1.0,0.9,0.001,0.0,0.0001396006687785149,90.85,99.986
1.5,1.0,0.001,0.0,0.00014234079549604135,90.84,99.988
0.5,2.5,0.001,0.0,0.00014255724174374188,90.4,99.996
0.5,3.0,0.001,0.0,0.00014371524824763565,90.57,99.996
3.0,0.5,0.001,0.0,0.00015332448953711496,90.53,100.0
2.0,1.0,0.001,0.0,0.00015513957476296313,90.85,99.998
0.9,1.0,0.001,0.0,0.00015754219870671579,90.35,99.99
0.9,0.9,0.001,0.0,0.0001593415454530194,90.92,99.996
2.5,0.5,0.001,0.0,0.0001614695427906902,90.62,99.99
1.0,3.0,0.001,0.0,0.00016616670775791283,91.02,99.996
1.0,3.5,0.001,0.0,0.0001672348993967104,90.76,99.986
2.5,1.0,0.001,0.0,0.0001748557562604804,90.84,99.994
3.5,0.5,0.001,0.0,0.00017884546225350648,90.38,99.994
2.5,0.9,0.001,0.0,0.00017913448537941042,90.91,99.996
2.0,0.5,0.001,0.0,0.0001832695493995118,90.4,99.994
2.0,1.5,0.001,0.0,0.00018530203035297467,91.25,99.994
0.5,1.5,0.001,0.0,0.0001875695578478696,90.27,99.994
1.0,0.5,0.001,0.0,0.00019030716050704596,90.27,99.996
1.0,4.0,0.001,0.0,0.00019298408047266742,90.93,99.984
0.1,3.5,0.001,0.0,0.00020686634588240832,89.77,99.982
1.5,3.0,0.001,0.0,0.0002198197598540808,91.13,99.994
0.5,1.0,0.001,0.0,0.0002224499427251812,90.23,99.996
0.1,4.0,0.001,0.0,0.00022715237858564048,89.7,99.99
4.0,0.5,0.001,0.0,0.0002329026193465046,90.37,99.996
2.0,2.0,0.001,0.0,0.00023848128480077153,91.22,99.99
0.9,0.5,0.001,0.0,0.0002435218934935529,90.28,99.99
0.5,0.9,0.001,0.0,0.00024540977928530326,90.0,99.984
3.0,1.0,0.001,0.0,0.00024694261618401933,90.87,99.992
3.0,0.9,0.001,0.0,0.00024719538619161094,90.71,99.994
3.0,0.1,0.001,0.0,0.0002546599116288105,89.04,99.994
4.0,0.1,0.001,0.0,0.00026459697885781807,88.55,99.998
1.5,3.5,0.001,0.0,0.00026524269982965793,91.01,99.996
2.5,1.5,0.001,0.0,0.0002672118953295448,90.89,99.996
3.5,0.1,0.001,0.0,0.0002693233174276039,89.01,99.996
2.5,0.1,0.001,0.0,0.0002711577044446379,89.11,99.99
0.1,2.5,0.001,0.0,0.0002749540541831915,89.5,99.984
0.1,3.0,0.001,0.0,0.00028438354389904514,89.55,99.992
1.5,2.5,0.001,0.0,0.00028640623757925765,90.87,99.992
3.5,0.9,0.001,0.0,0.0003136046756183959,90.75,99.994
0.5,0.5,0.001,0.0,0.0003223997446532533,90.07,99.994
2.0,0.1,0.001,0.0,0.00032270824764815855,89.05,99.984
1.5,0.1,0.001,0.0,0.00036570115441593643,89.28,99.982
2.0,2.5,0.001,0.0,0.0003857563793616817,91.13,99.99
1.5,4.0,0.001,0.0,0.0003862141818937827,91.22,99.994
4.0,0.9,0.001,0.0,0.000395251163173289,90.91,99.998
0.1,2.0,0.001,0.0,0.0004010649568404377,89.35,99.98
3.5,1.0,0.001,0.0,0.0004057506310758475,90.79,99.988
0.1,1.5,0.001,0.0,0.0004375211213895761,89.72,99.986
3.0,1.5,0.001,0.0,0.0004686388353724285,91.1,99.988
4.0,1.0,0.001,0.0,0.00047577794978792554,90.67,99.982
2.0,3.0,0.001,0.0,0.0005265812822666963,91.25,99.978
2.5,2.0,0.001,0.0,0.000553256406591368,91.05,99.97
0.1,1.0,0.001,0.0,0.0005701252518046742,89.79,99.962
2.5,2.5,0.001,0.0,0.0005777465234577718,91.19,99.972
0.9,0.1,0.001,0.0,0.0005878335164801015,88.76,99.988
1.0,0.1,0.001,0.0,0.0005933292877949609,89.23,99.984
2.0,4.0,0.001,0.0,0.0006200949264244368,91.28,99.984
3.0,2.0,0.001,0.0,0.0006562668854434267,90.87,99.976
2.0,3.5,0.001,0.0,0.0006758884410884297,90.94,99.982
3.5,1.5,0.001,0.0,0.000676805276827731,91.07,99.978
0.1,0.9,0.001,0.0,0.0007445615357533936,89.55,99.978
0.5,0.1,0.001,0.0,0.0008393523930955817,88.8,99.96
2.5,3.0,0.001,0.0,0.0009647643676321515,91.05,99.98
0.1,0.5,0.001,0.0,0.0010363223717859556,89.02,99.952
2.5,3.5,0.001,0.0,0.0012118097443186455,91.22,99.97
3.5,2.0,0.001,0.0,0.0012170948148752581,91.0,99.96
4.0,1.5,0.001,0.0,0.0012947653107477557,90.69,99.966
3.0,2.5,0.001,0.0,0.0013232802602107434,90.89,99.966
2.5,4.0,0.001,0.0,0.0014046290283176303,90.91,99.964
3.0,3.0,0.001,0.0,0.0015721576269335893,90.68,99.926
3.0,3.5,0.001,0.0,0.0018609895792831928,91.05,99.944
3.5,2.5,0.001,0.0,0.002136325742217845,91.24,99.936
3.0,4.0,0.001,0.0,0.0021862605017582723,91.04,99.946
4.0,2.0,0.001,0.0,0.0023604547725936957,90.58,99.936
0.1,0.1,0.001,0.0,0.0028243776490556654,88.42,99.902
3.5,3.0,0.001,0.0,0.0030721779681809904,91.07,99.908
4.0,2.5,0.001,0.0,0.0035450976200508545,90.62,99.874
3.5,3.5,0.001,0.0,0.003829517240644366,90.96,99.864
3.5,4.0,0.001,0.0,0.004653151403081025,90.76,99.838
4.0,3.0,0.001,0.0,0.004980913094929134,90.94,99.848
4.0,3.5,0.001,0.0,0.005715269928148292,90.35,99.848
4.0,4.0,0.001,0.0,0.0065381351317283795,90.69,99.8
